0	0
0.2	0.01376527
0.4	0.03538867
0.6	0.05170831
0.8	0.06840902
1	0.09098196
1.2	0.10091761
1.4	0.11212317
1.6	0.1206224
1.8	0.12914125
2	0.14127354
2.2	0.13949484
2.4	0.14486689
2.6	0.14908493
2.8	0.15694389
3	0.16074581
3.2	0.16917007
3.4	0.17065874
3.6	0.16746369
3.8	0.17039348
4	0.17428492
4.2	0.17981906
4.4	0.18017295
4.6	0.18337887
4.8	0.18733179
5	0.18498786
5.2	0.1874912
5.4	0.19453075
5.6	0.19021758
5.8	0.19540321
6	0.19598245
6.2	0.19853086
6.4	0.20229578
6.6	0.20909452
6.8	0.20544374
7	0.20625301
7.2	0.2135876
7.4	0.20748817
7.6	0.20503107
7.8	0.20463175
8	0.2157685
8.2	0.21837509
8.4	0.21184358
8.6	0.21278275
8.8	0.21657091
9	0.21918681
9.2	0.21758066
9.4	0.21952978
9.6	0.22888087
9.8	0.219902
10	0.22518581
10.2	0.23048476
10.4	0.22673595
10.6	0.2300661
10.8	0.2316145
11	0.2274827
11.2	0.2326549
11.4	0.23334379
11.6	0.23242947
11.8	0.23497765
12	0.2439644
12.2	0.23265588
12.4	0.23847574
12.6	0.23748729
12.8	0.24102771
13	0.23733603
13.2	0.24555476
13.4	0.23690864
13.6	0.23787233
13.8	0.24180023
14	0.23801177
14.2	0.24555063
14.4	0.24743604
14.6	0.25110335
14.8	0.25270749
15	0.24587593
15.2	0.24841067
15.4	0.25296973
15.6	0.25119594
15.8	0.25134159
16	0.24955756
16.2	0.24580663
16.4	0.24958171
16.6	0.25438914
16.8	0.25735128
17	0.25584951
17.2	0.25219464
17.4	0.25710716
17.6	0.25425932
17.8	0.25708055
18	0.26327707
18.2	0.26250001
18.4	0.26146543
18.6	0.26792221
18.8	0.25718053
19	0.26242707
19.2	0.26448115
19.4	0.27142072
19.6	0.26668761
19.8	0.26950247
20	0.2654967
20.2	0.26093471
20.4	0.27146183
20.6	0.26587342
20.8	0.2678495
21	0.27366458
21.2	0.26604301
21.4	0.27297298
21.6	0.27748392
21.8	0.26927433
22	0.26827536
22.2	0.27565776
22.4	0.27368093
22.6	0.27061173
22.8	0.27908669
23	0.27353027
23.2	0.27288981
23.4	0.28056258
23.6	0.27787933
23.8	0.27616296
24	0.27737226
24.2	0.27441567
24.4	0.27727509
24.6	0.28408477
24.8	0.28415777
25	0.28244815
25.2	0.28600251
25.4	0.27897605
25.6	0.28197303
25.8	0.27389487
26	0.27678642
26.2	0.28379647
26.4	0.28338069
26.6	0.28590938
26.8	0.2821185
27	0.28505351
27.2	0.28158726
27.4	0.28586926
27.6	0.28580175
27.8	0.28684157
28	0.28578049
28.2	0.28114624
28.4	0.2869688
28.6	0.28429381
28.8	0.2929783
29	0.29296759
29.2	0.28964907
29.4	0.28671651
29.6	0.28677065
29.8	0.29365361
30	0.29407412
30.2	0.29804057
30.4	0.28907026
30.6	0.29281975
30.8	0.28713347
31	0.29778297
31.2	0.29616931
31.4	0.30083815
31.6	0.29555074
31.8	0.29847266
32	0.30039823
32.2	0.30089484
32.4	0.29904819
32.6	0.30280612
32.8	0.29846395
33	0.29324638
33.2	0.30446186
33.4	0.30449345
33.6	0.30496389
33.8	0.30418205
34	0.29985475
34.2	0.30166433
34.4	0.30516094
34.6	0.29922429
34.8	0.31238948
35	0.30653483
35.2	0.29952363
35.4	0.30450733
35.6	0.30651236
35.8	0.29962297
36	0.30334525
36.2	0.30624604
36.4	0.29949297
36.6	0.31341335
36.8	0.31049126
37	0.30363086
37.2	0.30522226
37.4	0.30634438
37.6	0.30045646
37.8	0.30962107
38	0.31319714
38.2	0.30966817
38.4	0.30646458
38.6	0.31465476
38.8	0.31084013
39	0.30991739
39.2	0.31889939
39.4	0.31944398
39.6	0.31912057
39.8	0.31482098
40	0.31496542
40.2	0.31710252
40.4	0.31946694
40.6	0.31266959
40.8	0.3146324
41	0.31626303
41.2	0.31491995
41.4	0.31159914
41.6	0.32180753
41.8	0.32152637
42	0.31856445
42.2	0.3195672
42.4	0.31672737
42.6	0.31667312
42.8	0.32233566
43	0.31857045
43.2	0.31972499
43.4	0.3201485
43.6	0.31666249
43.8	0.31385484
44	0.32398019
44.2	0.33025283
44.4	0.3104574
44.6	0.31503391
44.8	0.31745198
45	0.32279457
45.2	0.32346182
45.4	0.32593113
45.6	0.32128063
45.8	0.32687125
46	0.32466559
46.2	0.32161664
46.4	0.33038303
46.6	0.32338946
46.8	0.3188391
47	0.32658174
47.2	0.32572705
47.4	0.32269192
47.6	0.32316989
47.8	0.3186952
48	0.32183072
48.2	0.32149217
48.4	0.32591434
48.6	0.32198937
48.8	0.32059635
49	0.32716885
49.2	0.32333431
49.4	0.33109517
49.6	0.33003292
49.8	0.32944103
50	0.330094
50.2	0.3285962
50.4	0.32385338
50.6	0.33570041
50.8	0.32850222
51	0.32756789
51.2	0.33007973
51.4	0.33467302
51.6	0.33765505
51.8	0.33015538
52	0.32849631
52.2	0.33195252
