# 36C_NBD_Time,36C_NBD,36C_FRET_Time,36C_FRET,68C_NBD_Time,68C_NBD,68C_FRET_Time,68C_FRET,126C_NBD_Time,126C_NBD,126C_FRET_Time,126C_FRET
6300.543,1.13105778,6300.531,11.16697668,6300.372,1.74911987,6300.441,31.40575925,6300.195,4.791552772,6300.379,6.15981996
6329.568,1.134463264,6329.604,9.908785545,6329.56,1.752491478,6329.459,29.93579325,6329.201,4.789216125,6329.482,4.157493091
6358.656,1.12817827,6358.641,10.19006127,6358.508,1.754807048,6358.639,30.99945381,6358.213,4.785927903,6358.495,5.941469125
6387.703,1.131641982,6387.712,10.85491602,6387.605,1.771653261,6387.59,30.1741768,6387.252,4.791190712,6387.498,4.872247158
6416.706,1.132973385,6416.769,11.02179561,6416.622,1.74735425,6416.683,30.07458443,6416.332,4.804510687,6416.541,5.558712651
6445.714,1.13279801,6445.768,11.32835683,6445.583,1.75881601,6445.697,30.09055538,6445.432,4.8003845,6445.601,5.274115224
6474.761,1.135327284,6474.78,9.570401768,6474.731,1.772362411,6474.666,29.36054446,6474.443,4.813280734,6474.729,4.90118984
6503.824,1.134484125,6503.831,11.02887259,6503.734,1.735633343,6503.821,31.91110845,6503.421,4.802255873,6503.74,6.000099802
6532.921,1.126396399,6532.883,11.2532034,6532.792,1.759192215,6532.815,31.14786793,6532.423,4.803352195,6532.703,7.305623442
#6561.898,1.138273919,6561.978,163.9171946,6561.779,1.741638555,6561.875,150.1650981,-686.956,-0.733637974,6561.705,167.5330727
