Plate,Repeat,Well,Type,Time,Fluorescein (0.1s) (Counts)
1,1,A01,M,00:00:10.64,286891
1,2,A01,M,00:00:36.55,286639
1,3,A01,M,00:01:02.44,287990
1,4,A01,M,00:01:28.35,287973
1,5,A01,M,00:01:54.24,289569
1,6,A01,M,00:02:20.15,290935
1,7,A01,M,00:02:46.05,291000
1,8,A01,M,00:03:11.97,291963
1,9,A01,M,00:03:37.87,292279
1,10,A01,M,00:04:03.79,293557
1,11,A01,M,00:04:29.70,292651
1,12,A01,M,00:04:55.61,293631
1,13,A01,M,00:05:21.52,293108
1,14,A01,M,00:05:47.43,294344
1,15,A01,M,00:06:13.34,293519
1,16,A01,M,00:06:39.26,293849
1,17,A01,M,00:07:05.18,294984
1,18,A01,M,00:07:31.09,294715
1,19,A01,M,00:07:57.01,294139
1,20,A01,M,00:08:22.92,295722
1,1,A02,M,00:00:11.05,115228
1,2,A02,M,00:00:36.96,115211
1,3,A02,M,00:01:02.85,114840
1,4,A02,M,00:01:28.76,115989
1,5,A02,M,00:01:54.65,116456
1,6,A02,M,00:02:20.56,117063
1,7,A02,M,00:02:46.46,117660
1,8,A02,M,00:03:12.38,117852
1,9,A02,M,00:03:38.28,118080
1,10,A02,M,00:04:04.20,118485
1,11,A02,M,00:04:30.11,118534
1,12,A02,M,00:04:56.03,118716
1,13,A02,M,00:05:21.93,119396
1,14,A02,M,00:05:47.84,119068
1,15,A02,M,00:06:13.76,119401
1,16,A02,M,00:06:39.67,120174
1,17,A02,M,00:07:05.59,120543
1,18,A02,M,00:07:31.50,120238
1,19,A02,M,00:07:57.42,120393
1,20,A02,M,00:08:23.33,120481
1,1,A03,M,00:00:11.47,42956
1,2,A03,M,00:00:37.38,43110
1,3,A03,M,00:01:03.27,43331
1,4,A03,M,00:01:29.17,43527
1,5,A03,M,00:01:55.07,44228
1,6,A03,M,00:02:20.98,43886
1,7,A03,M,00:02:46.88,44776
1,8,A03,M,00:03:12.80,44644
1,9,A03,M,00:03:38.70,45168
1,10,A03,M,00:04:04.62,44977
1,11,A03,M,00:04:30.53,45115
1,12,A03,M,00:04:56.44,45365
1,13,A03,M,00:05:22.35,45700
1,14,A03,M,00:05:48.26,45419
1,15,A03,M,00:06:14.17,45623
1,16,A03,M,00:06:40.09,45878
1,17,A03,M,00:07:06.01,45841
1,18,A03,M,00:07:31.92,45991
1,19,A03,M,00:07:57.84,46168
1,20,A03,M,00:08:23.75,46043
1,1,A04,M,00:00:11.88,16424
1,2,A04,M,00:00:37.79,16188
1,3,A04,M,00:01:03.68,16443
1,4,A04,M,00:01:29.59,16957
1,5,A04,M,00:01:55.48,16427
1,6,A04,M,00:02:21.39,16851
1,7,A04,M,00:02:47.29,16875
1,8,A04,M,00:03:13.21,16933
1,9,A04,M,00:03:39.11,16917
1,10,A04,M,00:04:05.03,17013
1,11,A04,M,00:04:30.94,17262
1,12,A04,M,00:04:56.86,17303
1,13,A04,M,00:05:22.76,17012
1,14,A04,M,00:05:48.67,17399
1,15,A04,M,00:06:14.58,17432
1,16,A04,M,00:06:40.50,17380
1,17,A04,M,00:07:06.42,17280
1,18,A04,M,00:07:32.33,17343
1,19,A04,M,00:07:58.25,17275
1,20,A04,M,00:08:24.16,17462
1,1,A05,M,00:00:12.30,7007
1,2,A05,M,00:00:38.21,7179
1,3,A05,M,00:01:04.10,7255
1,4,A05,M,00:01:30.01,7255
1,5,A05,M,00:01:55.90,7197
1,6,A05,M,00:02:21.81,7258
1,7,A05,M,00:02:47.71,7432
1,8,A05,M,00:03:13.63,7369
1,9,A05,M,00:03:39.53,7542
1,10,A05,M,00:04:05.45,7500
1,11,A05,M,00:04:31.36,7631
1,12,A05,M,00:04:57.27,7472
1,13,A05,M,00:05:23.18,7460
1,14,A05,M,00:05:49.09,7505
1,15,A05,M,00:06:15.00,7633
1,16,A05,M,00:06:40.92,7534
1,17,A05,M,00:07:06.84,7519
1,18,A05,M,00:07:32.75,7624
1,19,A05,M,00:07:58.67,7760
1,20,A05,M,00:08:24.58,7588
1,1,A06,M,00:00:12.71,3005
1,2,A06,M,00:00:38.62,2998
1,3,A06,M,00:01:04.51,3134
1,4,A06,M,00:01:30.42,3156
1,5,A06,M,00:01:56.31,3031
1,6,A06,M,00:02:22.22,3137
1,7,A06,M,00:02:48.12,3062
1,8,A06,M,00:03:14.04,3041
1,9,A06,M,00:03:39.94,3194
1,10,A06,M,00:04:05.86,3229
1,11,A06,M,00:04:31.77,3172
1,12,A06,M,00:04:57.69,3124
1,13,A06,M,00:05:23.59,3130
1,14,A06,M,00:05:49.50,3322
1,15,A06,M,00:06:15.41,3214
