Plate,Repeat,Well,Type,Time,ANTS (Counts)
1,1,A01,M,00:00:12.97,59540
1,2,A01,M,00:00:53.87,59893
1,3,A01,M,00:01:34.77,59717
1,4,A01,M,00:02:15.71,59831
1,5,A01,M,00:02:56.62,59405
1,6,A01,M,00:03:37.54,59587
1,7,A01,M,00:04:18.47,59652
1,8,A01,M,00:04:59.37,59908
1,1,A02,M,00:00:13.78,61108
1,2,A02,M,00:00:54.69,60500
1,3,A02,M,00:01:35.59,60459
1,4,A02,M,00:02:16.52,60566
1,5,A02,M,00:02:57.43,60833
1,6,A02,M,00:03:38.36,60664
1,7,A02,M,00:04:19.29,60515
1,8,A02,M,00:05:00.19,60747
1,1,A03,M,00:00:14.60,60372
1,2,A03,M,00:00:55.51,60308
1,3,A03,M,00:01:36.41,60383
1,4,A03,M,00:02:17.34,60419
1,5,A03,M,00:02:58.25,60404
1,6,A03,M,00:03:39.18,60156
1,7,A03,M,00:04:20.11,59958
1,8,A03,M,00:05:01.01,60224
1,1,A04,M,00:00:15.42,60454
1,2,A04,M,00:00:56.33,60024
1,3,A04,M,00:01:37.23,60458
1,4,A04,M,00:02:18.16,60084
1,5,A04,M,00:02:59.07,60047
1,6,A04,M,00:03:40.00,60671
1,7,A04,M,00:04:20.93,59788
1,8,A04,M,00:05:01.83,59903
1,1,A05,M,00:00:16.24,60147
1,2,A05,M,00:00:57.15,60330
1,3,A05,M,00:01:38.05,60311
1,4,A05,M,00:02:18.98,60268
1,5,A05,M,00:02:59.89,60396
1,6,A05,M,00:03:40.82,60066
1,7,A05,M,00:04:21.75,60313
1,8,A05,M,00:05:02.65,60863
1,1,A06,M,00:00:17.06,60072
1,2,A06,M,00:00:57.97,60474
1,3,A06,M,00:01:38.87,60432
1,4,A06,M,00:02:19.80,60649
1,5,A06,M,00:03:00.71,60704
1,6,A06,M,00:03:41.64,60659
1,7,A06,M,00:04:22.57,60907
1,8,A06,M,00:05:03.47,60281
1,1,A07,M,00:00:17.88,60902
1,2,A07,M,00:00:58.78,61251
1,3,A07,M,00:01:39.69,61377
1,4,A07,M,00:02:20.62,60790
1,5,A07,M,00:03:01.53,61086
1,6,A07,M,00:03:42.46,61037
1,7,A07,M,00:04:23.39,61086
1,8,A07,M,00:05:04.29,61432
1,1,A08,M,00:00:18.70,60534
1,2,A08,M,00:00:59.61,60971
1,3,A08,M,00:01:40.51,60679
1,4,A08,M,00:02:21.44,60053
1,5,A08,M,00:03:02.35,60385
1,6,A08,M,00:03:43.28,60735
1,7,A08,M,00:04:24.21,61024
1,8,A08,M,00:05:05.11,60331
1,1,A09,M,00:00:19.52,59883
1,2,A09,M,00:01:00.43,60109
1,3,A09,M,00:01:41.33,60475
1,4,A09,M,00:02:22.26,60398
1,5,A09,M,00:03:03.17,60326
1,6,A09,M,00:03:44.10,60110
1,7,A09,M,00:04:25.03,59997
1,8,A09,M,00:05:05.93,59251
1,1,A10,M,00:00:20.34,60689
1,2,A10,M,00:01:01.25,60400
1,3,A10,M,00:01:42.15,60519
1,4,A10,M,00:02:23.08,60273
1,5,A10,M,00:03:03.99,60665
1,6,A10,M,00:03:44.92,60460
1,7,A10,M,00:04:25.85,60449
1,8,A10,M,00:05:06.75,60766
1,1,A11,M,00:00:21.16,59729
1,2,A11,M,00:01:02.07,59835
1,3,A11,M,00:01:42.97,60078
1,4,A11,M,00:02:23.90,60565
1,5,A11,M,00:03:04.81,59951
1,6,A11,M,00:03:45.74,59877
1,7,A11,M,00:04:26.67,59976
1,8,A11,M,00:05:07.57,60068
1,1,A12,M,00:00:21.98,60205
1,2,A12,M,00:01:02.88,60439
1,3,A12,M,00:01:43.79,60334
1,4,A12,M,00:02:24.72,60752
1,5,A12,M,00:03:05.63,60707
1,6,A12,M,00:03:46.56,60403
1,7,A12,M,00:04:27.49,59896
1,8,A12,M,00:05:08.39,59992
1,1,B01,M,00:00:25.24,63864
1,2,B01,M,00:01:06.14,63528
1,3,B01,M,00:01:47.05,63450
1,4,B01,M,00:02:27.98,63866
1,5,B01,M,00:03:08.89,63408
1,6,B01,M,00:03:49.82,63065
1,7,B01,M,00:04:30.75,62644
1,8,B01,M,00:05:11.65,63239
1,1,B02,M,00:00:26.06,60093
1,2,B02,M,00:01:06.96,60775
1,3,B02,M,00:01:47.87,60534
1,4,B02,M,00:02:28.80,60475
1,5,B02,M,00:03:09.71,60082
1,6,B02,M,00:03:50.64,61021
1,7,B02,M,00:04:31.57,60346
1,8,B02,M,00:05:12.46,60634
1,1,B03,M,00:00:26.88,59966
1,2,B03,M,00:01:07.78,60313
