Plate,Repeat,Well,Type,Time,ANTS bottom (Counts)
1,10,F09,M,00:11:58.90,252700
1,1,F10,M,00:01:00.92,259741
1,2,F10,M,00:02:14.08,257994
1,3,F10,M,00:03:27.24,257343
1,4,F10,M,00:04:40.40,258051
1,5,F10,M,00:05:53.57,257448
1,6,F10,M,00:07:06.75,257090
1,7,F10,M,00:08:19.90,257503
1,8,F10,M,00:09:33.06,257985
1,9,F10,M,00:10:46.25,257431
1,10,F10,M,00:11:59.41,257864
1,1,F11,M,00:01:01.44,254617
1,2,F11,M,00:02:14.60,254767
1,3,F11,M,00:03:27.75,254971
1,4,F11,M,00:04:40.91,255438
1,5,F11,M,00:05:54.09,255676
1,6,F11,M,00:07:07.27,254845
1,7,F11,M,00:08:20.42,254785
1,8,F11,M,00:09:33.58,255621
1,9,F11,M,00:10:46.76,254660
1,10,F11,M,00:11:59.93,255279
1,1,F12,M,00:01:01.95,258605
1,2,F12,M,00:02:15.11,259308
1,3,F12,M,00:03:28.27,259567
1,4,F12,M,00:04:41.42,259921
1,5,F12,M,00:05:54.60,258829
1,6,F12,M,00:07:07.78,259593
1,7,F12,M,00:08:20.94,260350
1,8,F12,M,00:09:34.09,259565
1,9,F12,M,00:10:47.28,259537
1,10,F12,M,00:12:00.44,259268
1,1,G01,M,00:01:04.91,258716
1,2,G01,M,00:02:18.07,259142
1,3,G01,M,00:03:31.22,258743
1,4,G01,M,00:04:44.38,259016
1,5,G01,M,00:05:57.56,258931
1,6,G01,M,00:07:10.74,260065
1,7,G01,M,00:08:23.89,259545
1,8,G01,M,00:09:37.05,257775
1,9,G01,M,00:10:50.23,258428
1,10,G01,M,00:12:03.39,259762
1,1,G02,M,00:01:05.42,256963
1,2,G02,M,00:02:18.58,257585
1,3,G02,M,00:03:31.74,257234
1,4,G02,M,00:04:44.89,256165
1,5,G02,M,00:05:58.07,256772
1,6,G02,M,00:07:11.25,256291
1,7,G02,M,00:08:24.40,257769
1,8,G02,M,00:09:37.56,257648
1,9,G02,M,00:10:50.75,257006
1,10,G02,M,00:12:03.91,256897
1,1,G03,M,00:01:05.94,254620
1,2,G03,M,00:02:19.10,254927
1,3,G03,M,00:03:32.25,254639
1,4,G03,M,00:04:45.41,254960
1,5,G03,M,00:05:58.59,253532
1,6,G03,M,00:07:11.77,254962
1,7,G03,M,00:08:24.92,255188
1,8,G03,M,00:09:38.08,254085
1,9,G03,M,00:10:51.26,254631
1,10,G03,M,00:12:04.43,254872
1,1,G04,M,00:01:06.45,254241
1,2,G04,M,00:02:19.61,254025
1,3,G04,M,00:03:32.77,255343
1,4,G04,M,00:04:45.92,253837
1,5,G04,M,00:05:59.10,254331
1,6,G04,M,00:07:12.28,254266
1,7,G04,M,00:08:25.43,255079
1,8,G04,M,00:09:38.59,253421
1,9,G04,M,00:10:51.78,253862
1,10,G04,M,00:12:04.94,255138
1,1,G05,M,00:01:06.97,253372
1,2,G05,M,00:02:20.13,253675
1,3,G05,M,00:03:33.28,253117
1,4,G05,M,00:04:46.44,253901
1,5,G05,M,00:05:59.62,253007
1,6,G05,M,00:07:12.80,253186
1,7,G05,M,00:08:25.95,252699
1,8,G05,M,00:09:39.11,253664
1,9,G05,M,00:10:52.29,253570
1,10,G05,M,00:12:05.45,253583
1,1,G06,M,00:01:07.48,252538
1,2,G06,M,00:02:20.64,252464
1,3,G06,M,00:03:33.80,252318
1,4,G06,M,00:04:46.95,252348
1,5,G06,M,00:06:00.13,253136
1,6,G06,M,00:07:13.31,252783
1,7,G06,M,00:08:26.46,253340
1,8,G06,M,00:09:39.62,252704
1,9,G06,M,00:10:52.81,252771
1,10,G06,M,00:12:05.97,253292
1,1,G07,M,00:01:08.00,253725
1,2,G07,M,00:02:21.16,253030
1,3,G07,M,00:03:34.31,253432
1,4,G07,M,00:04:47.47,253956
1,5,G07,M,00:06:00.65,254830
1,6,G07,M,00:07:13.83,252964
1,7,G07,M,00:08:26.98,253822
1,8,G07,M,00:09:40.14,253870
1,9,G07,M,00:10:53.32,253769
1,10,G07,M,00:12:06.48,253966
1,1,G08,M,00:01:08.51,253793
1,2,G08,M,00:02:21.67,253594
1,3,G08,M,00:03:34.83,254489
1,4,G08,M,00:04:47.98,255405
1,5,G08,M,00:06:01.16,254265
1,6,G08,M,00:07:14.34,254281
1,7,G08,M,00:08:27.49,254118
1,8,G08,M,00:09:40.65,254260
1,9,G08,M,00:10:53.84,254121
1,10,G08,M,00:12:07.00,255217
1,1,G09,M,00:01:09.03,255316
1,2,G09,M,00:02:22.19,255975
1,3,G09,M,00:03:35.34,255827
1,4,G09,M,00:04:48.50,256114
1,5,G09,M,00:06:01.68,256022
1,6,G09,M,00:07:14.86,256096
1,7,G09,M,00:08:28.01,255276
1,8,G09,M,00:09:41.17,254925
1,9,G09,M,00:10:54.35,256210
1,10,G09,M,00:12:07.51,256345
1,1,G10,M,00:01:09.54,257016
1,2,G10,M,00:02:22.70,256965
1,3,G10,M,00:03:35.86,257158
1,4,G10,M,00:04:49.01,256522
1,5,G10,M,00:06:02.19,256154
1,6,G10,M,00:07:15.37,255736
1,7,G10,M,00:08:28.52,257090
1,8,G10,M,00:09:41.68,255794
1,9,G10,M,00:10:54.87,257407
1,10,G10,M,00:12:08.03,255894
1,1,G11,M,00:01:10.06,254019
1,2,G11,M,00:02:23.22,255245
1,3,G11,M,00:03:36.37,255112
1,4,G11,M,00:04:49.53,254684
1,5,G11,M,00:06:02.71,255749
1,6,G11,M,00:07:15.89,254818
1,7,G11,M,00:08:29.04,254933
1,8,G11,M,00:09:42.20,255627
1,9,G11,M,00:10:55.38,255992
1,10,G11,M,00:12:08.54,255660
1,1,G12,M,00:01:10.57,259685
1,2,G12,M,00:02:23.73,259430
1,3,G12,M,00:03:36.89,259442
1,4,G12,M,00:04:50.04,260542
1,5,G12,M,00:06:03.22,258893
1,6,G12,M,00:07:16.40,260339
1,7,G12,M,00:08:29.55,259226
1,8,G12,M,00:09:42.71,259024
1,9,G12,M,00:10:55.90,259762
1,10,G12,M,00:12:09.06,259687
1,1,H01,M,00:01:13.53,259701
1,2,H01,M,00:02:26.69,258702
1,3,H01,M,00:03:39.84,259012
1,4,H01,M,00:04:53.00,259676
1,5,H01,M,00:06:06.18,258928
1,6,H01,M,00:07:19.35,259070
1,7,H01,M,00:08:32.51,258501
1,8,H01,M,00:09:45.67,259272
1,9,H01,M,00:10:58.85,259806
1,10,H01,M,00:12:12.01,259162
1,1,H02,M,00:01:14.04,255518
1,2,H02,M,00:02:27.20,256614
1,3,H02,M,00:03:40.35,256265
1,4,H02,M,00:04:53.51,256194
1,5,H02,M,00:06:06.69,255878
1,6,H02,M,00:07:19.87,256713
1,7,H02,M,00:08:33.02,255758
1,8,H02,M,00:09:46.18,256341
1,9,H02,M,00:10:59.37,255887
1,10,H02,M,00:12:12.53,256201
1,1,H03,M,00:01:14.56,254245
1,2,H03,M,00:02:27.72,254970
1,3,H03,M,00:03:40.87,254266
1,4,H03,M,00:04:54.03,254816
1,5,H03,M,00:06:07.21,255272
1,6,H03,M,00:07:20.39,255674
1,7,H03,M,00:08:33.54,254703
1,8,H03,M,00:09:46.70,256003
1,9,H03,M,00:10:59.88,254905
1,10,H03,M,00:12:13.04,255988
1,1,H04,M,00:01:15.07,255996
1,2,H04,M,00:02:28.23,255320
1,3,H04,M,00:03:41.39,256566
1,4,H04,M,00:04:54.54,255958
1,5,H04,M,00:06:07.72,256313
1,6,H04,M,00:07:20.90,256407
1,7,H04,M,00:08:34.05,255955
1,8,H04,M,00:09:47.21,255674
1,9,H04,M,00:11:00.40,256185
1,10,H04,M,00:12:13.56,256211
1,1,H05,M,00:01:15.59,255978
1,2,H05,M,00:02:28.75,255430
1,3,H05,M,00:03:41.90,255533
1,4,H05,M,00:04:55.06,255864
1,5,H05,M,00:06:08.24,255198
1,6,H05,M,00:07:21.42,254710
1,7,H05,M,00:08:34.57,254960
1,8,H05,M,00:09:47.73,254591
1,9,H05,M,00:11:00.91,255803
1,10,H05,M,00:12:14.07,255379
1,1,H06,M,00:01:16.10,254536
1,2,H06,M,00:02:29.26,253993
1,3,H06,M,00:03:42.41,255093
1,4,H06,M,00:04:55.57,254551
1,5,H06,M,00:06:08.75,254134
1,6,H06,M,00:07:21.93,255323
1,7,H06,M,00:08:35.08,255065
1,8,H06,M,00:09:48.24,255565
1,9,H06,M,00:11:01.43,254712
1,10,H06,M,00:12:14.59,254835
1,1,H07,M,00:01:16.62,254656
1,2,H07,M,00:02:29.78,255007
1,3,H07,M,00:03:42.93,255733
1,4,H07,M,00:04:56.09,255106
1,5,H07,M,00:06:09.27,254398
1,6,H07,M,00:07:22.45,255241
1,7,H07,M,00:08:35.60,255585
1,8,H07,M,00:09:48.76,254754
1,9,H07,M,00:11:01.94,255315
1,10,H07,M,00:12:15.10,255912
1,1,H08,M,00:01:17.13,256283
1,2,H08,M,00:02:30.29,256391
1,3,H08,M,00:03:43.44,255879
1,4,H08,M,00:04:56.60,255258
1,5,H08,M,00:06:09.78,255505
1,6,H08,M,00:07:22.96,255709
1,7,H08,M,00:08:36.11,254760
1,8,H08,M,00:09:49.27,255241
1,9,H08,M,00:11:02.46,255400
1,10,H08,M,00:12:15.62,256571
1,1,H09,M,00:01:17.65,257772
1,2,H09,M,00:02:30.81,257505
1,3,H09,M,00:03:43.96,257995
1,4,H09,M,00:04:57.12,257471
1,5,H09,M,00:06:10.30,257480
1,6,H09,M,00:07:23.47,258579
1,7,H09,M,00:08:36.63,258803
1,8,H09,M,00:09:49.79,257461
1,9,H09,M,00:11:02.97,258618
1,10,H09,M,00:12:16.13,259214
1,1,H10,M,00:01:18.16,258975
1,2,H10,M,00:02:31.32,258303
1,3,H10,M,00:03:44.47,258829
1,4,H10,M,00:04:57.63,257693
1,5,H10,M,00:06:10.81,259614
1,6,H10,M,00:07:23.99,257947
1,7,H10,M,00:08:37.14,258123
1,8,H10,M,00:09:50.30,258469
1,9,H10,M,00:11:03.49,258346
1,10,H10,M,00:12:16.65,259273
1,1,H11,M,00:01:18.68,256781
1,2,H11,M,00:02:31.84,256468
1,3,H11,M,00:03:44.99,256186
1,4,H11,M,00:04:58.15,255268
1,5,H11,M,00:06:11.33,255924
1,6,H11,M,00:07:24.51,256243
1,7,H11,M,00:08:37.66,256189
1,8,H11,M,00:09:50.82,256656
1,9,H11,M,00:11:04.00,256414
1,10,H11,M,00:12:17.16,256412
1,1,H12,M,00:01:19.19,259706
1,2,H12,M,00:02:32.35,260099
1,3,H12,M,00:03:45.50,259827
1,4,H12,M,00:04:58.66,260280
1,5,H12,M,00:06:11.84,260318
1,6,H12,M,00:07:25.02,259266
1,7,H12,M,00:08:38.17,258852
1,8,H12,M,00:09:51.33,259612
1,9,H12,M,00:11:04.52,260181
1,10,H12,M,00:12:17.68,259050
