Plate,Repeat,Well,Type,Time,Fluorescein (0.1s) (Counts)
1,1,A01,M,00:00:10.62,71371
1,2,A01,M,00:03:15.88,71040
1,3,A01,M,00:06:21.14,70538
1,4,A01,M,00:09:26.43,70605
1,5,A01,M,00:12:31.69,70234
1,1,A02,M,00:00:10.99,74646
1,2,A02,M,00:03:16.25,74573
1,3,A02,M,00:06:21.51,73842
1,4,A02,M,00:09:26.80,73735
1,5,A02,M,00:12:32.06,74038
1,1,A03,M,00:00:11.36,73504
1,2,A03,M,00:03:16.62,73079
1,3,A03,M,00:06:21.88,72634
1,4,A03,M,00:09:27.17,73675
1,5,A03,M,00:12:32.43,72627
1,1,A04,M,00:00:11.73,74782
1,2,A04,M,00:03:16.99,74614
1,3,A04,M,00:06:22.25,74451
1,4,A04,M,00:09:27.54,74362
1,5,A04,M,00:12:32.80,74356
1,1,A05,M,00:00:12.10,76838
1,2,A05,M,00:03:17.36,76370
1,3,A05,M,00:06:22.62,76108
1,4,A05,M,00:09:27.91,75815
1,5,A05,M,00:12:33.17,75831
1,1,A06,M,00:00:12.47,77873
1,2,A06,M,00:03:17.73,77480
1,3,A06,M,00:06:22.99,76880
1,4,A06,M,00:09:28.28,76520
1,5,A06,M,00:12:33.54,76426
1,1,A07,M,00:00:12.84,75771
1,2,A07,M,00:03:18.10,76079
1,3,A07,M,00:06:23.36,75435
1,4,A07,M,00:09:28.65,75499
1,5,A07,M,00:12:33.91,75322
1,1,A08,M,00:00:13.21,75754
1,2,A08,M,00:03:18.47,75711
1,3,A08,M,00:06:23.73,75604
1,4,A08,M,00:09:29.02,75489
1,5,A08,M,00:12:34.28,75822
1,1,A09,M,00:00:13.58,76192
1,2,A09,M,00:03:18.84,75702
1,3,A09,M,00:06:24.10,75171
1,4,A09,M,00:09:29.39,75641
1,5,A09,M,00:12:34.65,75402
1,1,A10,M,00:00:13.95,76580
1,2,A10,M,00:03:19.21,75932
1,3,A10,M,00:06:24.47,76014
1,4,A10,M,00:09:29.76,76224
1,5,A10,M,00:12:35.02,76286
1,1,A11,M,00:00:14.32,75652
1,2,A11,M,00:03:19.58,75764
1,3,A11,M,00:06:24.84,75196
1,4,A11,M,00:09:30.13,75253
1,5,A11,M,00:12:35.39,75297
1,1,A12,M,00:00:14.69,75259
1,2,A12,M,00:03:19.95,74966
1,3,A12,M,00:06:25.21,75331
1,4,A12,M,00:09:30.50,74846
1,5,A12,M,00:12:35.76,75844
1,1,A13,M,00:00:15.06,74645
1,2,A13,M,00:03:20.32,74171
1,3,A13,M,00:06:25.58,73990
1,4,A13,M,00:09:30.87,73559
1,5,A13,M,00:12:36.13,73341
1,1,A14,M,00:00:15.43,76549
1,2,A14,M,00:03:20.69,76541
1,3,A14,M,00:06:25.95,76075
1,4,A14,M,00:09:31.24,76499
1,5,A14,M,00:12:36.50,76273
1,1,A15,M,00:00:15.80,76721
1,2,A15,M,00:03:21.06,75819
1,3,A15,M,00:06:26.32,76330
1,4,A15,M,00:09:31.61,75280
1,5,A15,M,00:12:36.87,75595
1,1,A16,M,00:00:16.17,74871
1,2,A16,M,00:03:21.43,75040
1,3,A16,M,00:06:26.69,75151
1,4,A16,M,00:09:31.98,75458
1,5,A16,M,00:12:37.24,75265
1,1,A17,M,00:00:16.54,76577
1,2,A17,M,00:03:21.80,75661
1,3,A17,M,00:06:27.06,75441
1,4,A17,M,00:09:32.35,75060
1,5,A17,M,00:12:37.61,75098
1,1,A18,M,00:00:16.91,74912
1,2,A18,M,00:03:22.17,74260
1,3,A18,M,00:06:27.43,74505
1,4,A18,M,00:09:32.72,73952
1,5,A18,M,00:12:37.98,73677
1,1,A19,M,00:00:17.28,73324
1,2,A19,M,00:03:22.54,72917
1,3,A19,M,00:06:27.80,72690
1,4,A19,M,00:09:33.09,72080
