##BLOCKS= 1          
Plate:	Plate#1	1.3	TimeFormat	FLEX	Fluorescence	FALSE	Raw	FALSE	40	110	2.8				1	521	1	12	96	492	Automatic	515			22	High			1	8	TimeTags	
	Temperature(¡C)	A1T	A1	A2T	A2	A3T	A3	A4T	A4	A5T	A5	A6T	A6	A7T	A7	A8T	A8	A9T	A9	A10T	A10	A11T	A11	A12T	A12	B1T	B1	B2T	B2	B3T	B3	B4T	B4	B5T	B5	B6T	B6	B7T	B7	B8T	B8	B9T	B9	B10T	B10	B11T	B11	B12T	B12	C1T	C1	C2T	C2	C3T	C3	C4T	C4	C5T	C5	C6T	C6	C7T	C7	C8T	C8	C9T	C9	C10T	C10	C11T	C11	C12T	C12	D1T	D1	D2T	D2	D3T	D3	D4T	D4	D5T	D5	D6T	D6	D7T	D7	D8T	D8	D9T	D9	D10T	D10	D11T	D11	D12T	D12	E1T	E1	E2T	E2	E3T	E3	E4T	E4	E5T	E5	E6T	E6	E7T	E7	E8T	E8	E9T	E9	E10T	E10	E11T	E11	E12T	E12	F1T	F1	F2T	F2	F3T	F3	F4T	F4	F5T	F5	F6T	F6	F7T	F7	F8T	F8	F9T	F9	F10T	F10	F11T	F11	F12T	F12	G1T	G1	G2T	G2	G3T	G3	G4T	G4	G5T	G5	G6T	G6	G7T	G7	G8T	G8	G9T	G9	G10T	G10	G11T	G11	G12T	G12	H1T	H1	H2T	H2	H3T	H3	H4T	H4	H5T	H5	H6T	H6	H7T	H7	H8T	H8	H9T	H9	H10T	H10	H11T	H11	H12T	H12	
	27.79	97.658	276.193	97.499	317.047	97.9518	294.409	97.6066	291.708	97.7876	286.912	97.6526	280.249	97.7082	272.872	97.695	280.928	97.8306	297.832	97.6362	299.649	97.2794	262.788	97.5732	239.342	98.048	287.564	97.7982	313.989	98.3142	307.544	97.8962	305.355	98.1872	295.995	97.9518	290.727	98.0974	293.958	98.095	317.685	98.1226	315.948	97.9258	318.529	97.5786	244.471	97.8724	250.295	98.3472	292.231	98.0998	311.997	98.6134	310.561	98.1978	311.146	98.488	303.888	98.2534	293.131	98.399	295.901	98.3942	328.018	98.4234	330.384	98.2274	328.039	97.8794	284.316	98.2436	265.699	98.6472	286.844	98.3986	307.945	98.9046	298.701	98.497	310.99	98.7776	306.785	98.5522	295.83	98.6974	284.56	98.6846	310.81	98.7226	316.708	98.5258	316.957	98.1786	272.463	98.5332	265.601	98.9388	301.436	98.7742	325.512	99.2038	311.892	98.8834	314.304	99.0792	309.615	98.9278	307.487	98.9894	299.1	98.9862	327.641	99.0898	327.532	98.9122	334.82	98.4794	286.571	98.834	266.425	99.238	302.757	99.0798	329.188	99.5054	318.613	99.1874	319.318	99.3784	318.076	99.2334	308.999	99.2886	300.586	99.2846	325.794	99.393	345.276	99.217	327.034	98.7706	286.898	99.1332	265.437	99.5392	296.314	99.3798	323.552	99.8046	315.53	99.4874	314.992	99.6784	307.013	99.5334	303.748	99.5894	296.052	99.5766	320.28	99.6938	306.955	99.5178	312.001	99.1298	273.2	99.434	263.609	99.8388	17.913	99.671	18.017	100.1046	17.478	99.7794	16.687	99.98	16.393	99.8246	15.56	99.889	14.793	99.8758	16.977	99.9858	17.808	99.817	19.727	99.4314	13.811	99.7348	15.18	
	27.79	100.9488	276.191	100.7702	316.79	101.187	294.707	100.8782	292.185	101.0892	288.242	100.9238	280.883	100.9994	272.344	100.9862	280.149	101.0842	297.331	100.9178	298.741	100.5402	264.418	100.8444	240.91	101.3112	287.478	101.0626	313.797	101.5862	308.758	101.1706	305.37	101.4512	296.447	101.2162	290.915	101.3614	293.496	101.3582	317.119	101.377	315.125	101.2098	318.164	100.8426	246.186	101.246	250.973	101.6104	291.233	101.3622	310.97	101.8878	311.481	101.4698	311.563	101.7504	304.075	101.5154	292.456	101.6606	294.472	101.6574	326.852	101.6762	329.14	101.509	325.574	101.1418	283.084	101.546	265.69	101.9116	287.112	101.663	308.979	102.1766	299.551	101.7702	311.788	102.0416	306.811	101.8166	294.328	101.9622	284.77	101.9486	310.363	101.977	317.16	101.8106	314.521	101.4434	271.814	101.8372	265.251	102.2008	300.239	102.0278	323.627	102.4782	310.818	102.1386	315.023	102.3408	309.231	102.1814	307.569	102.2514	297.147	102.2486	326.958	102.3426	327.511	102.165	335.292	101.7418	285.751	102.1364	266.25	102.5024	301.358	102.3326	329.005	102.7774	316.961	102.441	319.66	102.6424	317.043	102.4862	307.212	102.5526	300.516	102.5494	324.711	102.6466	343.861	102.4698	326.353	102.137	286.243	102.438	266.257	102.8016	294.395	102.6326	324.642	103.0778	315.427	102.741	313.274	102.9416	306.998	102.7862	303.72	102.8518	295.999	102.839	320.768	102.9466	307.522	102.7722	311.571	102.433	272.974	102.7268	264.514	103.102	18.078	102.9234	18.569	103.379	17.476	103.0314	16.819	103.2416	16.377	103.077	15.501	103.1522	14.797	103.139	17.127	103.2378	17.977	103.0706	19.377	102.7338	13.728	103.0276	15.442	
	27.79	104.1944	277.335	104.0254	316.662	104.4882	294.026	104.1334	291.622	104.3248	288.044	104.179	281.204	104.2446	272.602	104.2318	281.698	104.3394	297.605	104.1626	297.919	103.8258	263.419	104.1204	240.625	104.5844	287.434	104.3246	313.661	104.8506	308.1	104.423	304.17	104.7248	296.061	104.4782	290.366	104.6346	292.199	104.6318	316.182	104.629	316.307	104.4618	318.04	104.125	245.271	104.4788	250.066	104.884	290.449	104.6262	311.303	105.1498	311.671	104.7242	310.084	105.024	303.947	104.7798	292.066	104.9342	293.684	104.9302	325.417	104.9298	328.75	104.7634	326.707	104.525	284.329	104.7788	265.809	105.184	287.941	104.9254	308.554	105.4514	299.789	105.0234	310.619	105.3144	306.208	105.0786	294.623	105.2342	285.561	105.2214	310.855	105.2298	317.764	105.0626	315.863	104.8154	271.559	105.0692	264.898	105.4752	299.968	105.3014	324.058	105.7502	310.019	105.4102	315.084	105.6152	308.681	105.4542	307.9	105.5254	297.99	105.5222	326.95	105.6154	326.587	105.4378	334.607	105.117	285.367	105.3708	265.84	105.7744	302.444	105.6062	328.82	106.0518	318.21	105.7142	319.22	105.9148	315.974	105.7598	305.758	105.8246	299.565	105.8214	324.193	105.9202	342.495	105.7434	325.746	105.4154	286.558	105.67	265.494	106.076	294.693	105.9062	322.972	106.351	315.791	106.0142	313.93	106.216	306.278	106.0598	303.128	106.1262	295.604	106.1126	321.046	106.2202	305.125	106.0434	311.876	105.7074	272.068	105.9716	265.323	106.3752	18.022	106.1978	18.251	106.651	17.48	106.3058	16.796	106.5152	16.384	106.3514	15.511	106.4254	14.689	106.4118	17.072	106.5114	17.628	106.3354	19.475	106.0066	13.711	106.2708	15.319	
	27.78	107.4856	277.133	107.2966	317.221	107.7334	294.414	107.405	293.175	107.6156	286.983	107.4502	281.171	107.5358	273.437	107.5222	281.186	107.6106	297.842	107.4346	299.141	107.117	264.408	107.3708	241.064	107.8476	286.706	107.5894	313.854	108.123	309.085	107.697	304.372	107.988	297.096	107.7426	290.245	107.8982	293.457	107.895	316.478	107.9034	316.315	107.7266	316.459	107.4194	244.927	107.714	250.735	108.1472	287.808	107.8886	309.949	108.4242	309.025	107.9962	311.857	108.2872	303.627	108.0422	293.108	108.1974	294.102	108.1942	327.065	108.2026	328.123	108.0258	326.311	107.7682	282.814	108.0124	263.957	108.448	286.581	108.1894	308.049	108.7238	299.394	108.2978	311.356	108.5884	306.535	108.343	294.234	108.4986	284.771	108.4854	310.448	108.5034	315.913	108.3266	314.22	108.0602	272.412	108.314	263.541	108.7376	298.651	108.555	323.225	109.0246	308.765	108.6634	314.474	108.8876	308.778	108.7082	306.742	108.7878	297.939	108.7846	325.123	108.869	327.173	108.6922	333.838	108.3594	285.802	108.6124	264.999	109.038	302.181	108.8594	327.005	109.3238	316.333	108.9674	319.344	109.1888	316.352	109.013	307.545	109.0894	298.367	109.0854	323.531	109.173	341.355	108.9978	326.254	108.6594	285.68	108.9028	268.397	109.3384	293.264	109.1594	322.004	109.6246	315.365	109.2674	313.653	109.488	306.802	109.3126	302.513	109.3886	294.654	109.375	319.013	109.473	307.627	109.297	312.27	108.9506	272.144	109.2044	263.258	109.6384	17.63	109.4502	18.152	109.9254	17.343	109.5578	16.534	109.788	16.564	109.6038	15.704	109.6886	14.838	109.6758	17.308	109.7642	17.69	109.5882	19.558	109.2498	13.947	109.5036	15.231	
	27.79	110.7304	276.372	110.5518	316.835	111.0346	295.239	110.6602	292.139	110.8712	288.207	110.7054	281.526	110.7814	273.155	110.7678	281.906	110.8658	298.185	110.6874	298.984	110.3418	264.258	110.6068	240.094	111.12	286.905	110.8414	313.674	111.387	308.965	110.9494	304.076	111.2612	296.019	110.995	292.846	111.171	290.84	111.1678	316.63	111.1554	314.292	110.9794	316.363	110.641	245.364	110.9476	250.348	111.4216	287.533	111.1426	310.128	111.6862	310.149	111.2506	312.082	111.5604	304.23	111.2962	291.48	111.4706	291.754	111.467	327.694	111.457	327.544	111.2794	326.352	111.0122	283.366	111.2452	265.55	111.7204	286.486	111.4418	307.313	111.9878	298.338	111.5498	310.137	111.8504	306.755	111.595	296.583	111.771	283.357	111.7574	311.294	111.7562	317.214	111.5786	314.327	111.3018	272.897	111.5468	264.813	112.012	297.336	111.8278	324.266	112.2866	309.311	111.937	314.141	112.1528	308.048	111.9814	306.656	112.0622	296.332	112.059	324.887	112.1226	328.2	111.9466	332.851	111.6034	284.853	111.846	265.302	112.3112	300.765	112.1326	328.364	112.5886	316.279	112.241	318.027	112.4512	316.217	112.2862	307.424	112.3614	298.93	112.3582	324.096	112.4266	342.479	112.2498	326.524	111.9026	285.4	112.1372	268.173	112.6112	293.323	112.4326	322.819	112.8878	314.898	112.541	313.372	112.7528	306.199	112.5862	302.279	112.663	295.712	112.6494	320.291	112.7266	307.1	112.5514	312.587	112.2026	273.521	112.4372	264.186	112.9128	17.947	112.7242	18.405	113.1878	17.297	112.8322	16.77	113.0516	16.385	112.8778	15.347	112.9622	14.713	112.9486	17.018	113.0186	17.625	112.8402	19.287	112.5042	13.892	112.7364	15.473	
	27.80	114.022	276.728	113.8234	317.477	114.2702	294.393	113.9414	292.784	114.152	288.862	113.9766	281.785	114.0726	272.957	114.059	281.401	114.1274	297.43	113.9402	299.485	113.6138	264.071	113.8196	241.839	114.384	284.242	114.1158	314.34	114.6606	308.71	114.3442	304.215	114.5244	296.462	114.2694	291.282	114.4346	291.318	114.431	314.832	114.5298	316.773	114.233	315.952	114.0154	245.194	114.1828	251.147	114.6836	287.342	114.415	308.441	114.9598	309.476	114.6434	310.035	114.8236	302.454	114.5686	290.299	114.7338	293.607	114.7302	326.782	114.829	328.25	114.5322	324.292	114.3146	285.043	114.4788	265.704	114.9848	287.397	114.7158	306.749	115.2598	297.903	114.9442	310.355	115.1248	306.53	114.8694	293.493	115.035	283.003	115.0222	310.196	115.1306	317.755	114.833	312.686	114.6066	271.707	114.7788	264.775	115.2744	296.488	115.0814	322.984	115.5614	308.087	115.2438	314.878	115.424	307.102	115.235	306.761	115.3246	297.402	115.3214	323.729	115.4298	325.422	115.1994	333.095	114.9058	284.911	115.0804	265.351	115.5752	300.502	115.3862	327.031	115.8606	316.196	115.545	318.447	115.7256	316.563	115.5394	305.649	115.6254	298.461	115.6222	323.9	115.7306	340.61	115.5034	326.195	115.2074	285.846	115.37	267.148	115.8748	293.325	115.6858	321.242	116.1618	314.877	115.8442	311.647	116.0248	306.67	115.8398	300.486	115.925	294.997	115.9118	319.57	116.0298	307.342	115.8034	312.408	115.4962	273.273	115.6708	265.166	116.1752	17.77	115.9766	18.551	116.4606	17.41	116.1346	16.819	116.3248	16.308	116.1302	15.713	116.2254	14.876	116.2118	16.846	116.3202	17.651	116.0938	19.051	115.7962	13.734	115.97	15.06	
	27.80	117.2676	277.056	117.0782	316.705	117.5614	295.016	117.227	292.461	117.4072	289.197	117.2318	281.523	117.3178	273.345	117.3046	282.302	117.413	297.846	117.1954	299.77	116.889	263.979	117.0708	241.779	117.6576	284.289	117.3678	312.97	117.9238	307.383	117.617	303.621	117.7968	295.562	117.5214	291.581	117.707	290.348	117.7038	315.39	117.8026	315.092	117.485	315.781	117.249	244.776	117.4164	250.235	117.9568	287.44	117.6694	308.796	118.223	309.026	117.9162	308.913	118.0976	303.623	117.823	290.899	118.0086	293.411	118.0054	324.726	118.1018	328.171	117.7866	323.992	117.5482	283.817	117.7124	264.346	118.2568	286.15	117.9686	306.892	118.5242	298.273	118.2162	310.239	118.3972	304.508	118.1222	294.366	118.3074	284.315	118.3046	309.586	118.4026	315.975	118.0858	314.411	117.8386	271.384	118.0132	263.227	118.5484	294.929	118.3546	322.677	118.823	308.73	118.5082	314.439	118.6984	307.279	118.5078	306.646	118.5986	297.595	118.6054	323.943	118.6938	325.632	118.4722	331.789	118.1402	284.604	118.3124	265.258	118.8476	299.452	118.659	326.784	119.1246	315.179	118.8074	318.153	118.9976	315.368	118.8126	306.776	118.8982	299.339	118.9046	323.731	118.993	340.454	118.7762	326.514	118.4394	286.842	118.6028	268.604	119.1488	291.97	118.959	321.65	119.4242	314.417	119.1082	311.524	119.298	305.791	119.1126	300.968	119.199	295.225	119.1958	318.651	119.2938	306.565	119.0762	313.718	118.7402	273.4	118.9044	265.284	119.448	17.82	119.251	18.459	119.7242	17.371	119.3978	16.506	119.5992	16.356	119.4046	15.756	119.4986	14.817	119.495	17.119	119.5834	17.714	119.3682	19.329	119.0394	13.758	119.2036	15.086	
	27.80	120.5584	276.522	120.3498	318.067	120.8066	294.747	120.4978	291.955	120.7088	288.249	120.5034	282.681	120.6086	273.016	120.6054	281.935	120.6938	297.819	120.4674	299.875	120.1402	264.218	120.306	241.291	120.9216	284.446	120.6422	313.967	121.1958	307.94	120.8706	304.959	121.0608	295.182	120.7958	290.718	120.971	290.052	120.9678	314.377	121.0562	314.525	120.7594	315.545	120.4834	244.328	120.65	250.863	121.22	285.987	120.9414	307.564	121.4974	308.349	121.1698	309.144	121.36	304.357	121.095	290.961	121.2702	291.616	121.267	325.168	121.3554	327.227	121.0586	323.964	120.7818	284.181	120.946	265.766	121.5216	285.41	121.243	307.358	121.7966	298.419	121.471	310.187	121.6616	304.954	121.3962	294.594	121.5718	283.433	121.5582	309.509	121.657	317.572	121.3602	312.756	121.0826	270.757	121.2452	264.091	121.8104	296.155	121.6082	322.327	122.0978	307.394	121.7706	313.916	121.9604	306.649	121.7614	306.777	121.861	295.951	121.8582	324.389	121.9458	325.901	121.7258	332.888	121.3818	285.348	121.546	265.291	122.112	299.042	121.9126	327.138	122.3974	314.262	122.0714	317.286	122.262	315.5	122.0662	306.409	122.1622	297.293	122.159	323.551	122.2466	339.854	122.0298	326.086	121.6722	287.085	121.8468	267.603	122.4112	291.437	122.2126	321.17	122.6974	316.26	122.3706	309.744	122.5616	306.146	122.3662	301.216	122.4614	293.534	122.4486	319.65	122.5466	306.101	122.3298	313.392	121.9738	273.947	122.146	265.411	122.7116	17.96	122.503	18.419	122.999	17.384	122.661	16.711	122.8616	16.361	122.6566	15.517	122.7618	14.952	122.7486	17.22	122.837	17.899	122.6202	19.197	122.273	13.66	122.438	14.645	
	27.80	123.804	276.764	123.6046	317.435	124.1082	295.959	123.7534	292.663	123.944	288	123.7582	281.723	123.8542	274.314	123.8414	282.752	123.929	298.308	123.7226	300.745	123.3754	265.489	123.5372	241.407	124.194	282.171	123.8942	312.166	124.4602	307.263	124.1526	304.18	124.3332	295.326	124.0478	291.932	124.2446	288.85	124.2414	312.836	124.2186	313.913	124.0122	314.822	123.7178	245.736	123.8844	250.288	124.4936	284.196	124.195	307.796	124.7594	307.265	124.4546	308.632	124.6344	303.845	124.3494	288.875	124.5438	291.843	124.5398	324.142	124.5194	326.221	124.313	323.913	124.0146	283.862	124.1884	265.332	124.7936	285.138	124.495	307.683	125.0606	298.291	124.753	310.757	124.9336	304.299	124.6486	294.223	124.8438	282.359	124.831	308.556	124.8186	317.575	124.6122	312.933	124.3162	271.594	124.49	263.58	125.0848	293.652	124.8814	321.815	125.3598	307.399	125.0446	315.701	125.2352	306.248	125.015	306.861	125.135	295.399	125.1318	322.756	125.1866	323.689	124.9994	331.436	124.6154	284.691	124.7892	264.436	125.384	297.175	125.1854	325.863	125.6514	314.422	125.3438	316.465	125.5344	314.213	125.319	305.564	125.4342	296.514	125.431	323.822	125.4898	339.285	125.3034	325.434	124.9066	286.288	125.1908	270.109	125.6856	289.555	125.4858	321.574	125.9506	314.142	125.645	310.573	125.8344	306.454	125.619	300.353	125.7358	295.922	125.7222	318.156	125.7898	307.149	125.6026	312.42	125.2058	273.836	125.49	265.794	125.9848	17.789	125.7774	18.199	126.2506	17.159	125.9346	16.658	126.136	16.356	125.911	15.607	126.035	14.815	126.0214	16.934	126.0914	18.169	125.8946	19.374	125.5058	13.527	125.7908	15.132	
	27.80	127.0952	276.114	126.8766	316.568	127.3334	294.083	127.0346	291.873	127.2448	288.971	127.0198	282.124	127.1454	274.369	127.1326	282.517	127.201	298.859	127.0042	299.192	126.589	265.542	126.9404	241.701	127.4576	282.449	127.1686	312.547	127.7334	307.49	127.407	302.868	127.5976	294.996	127.4222	292.258	127.5078	288.543	127.5046	313.131	127.593	315.141	127.4058	313.388	126.9514	245.734	127.242	250.704	127.7568	284.539	127.4678	308.165	128.0326	308.539	127.7062	308.493	127.8968	303.593	127.7214	289.833	127.807	290.628	127.8038	325.292	127.8922	326.743	127.705	322.95	127.2482	283.449	127.5316	263.904	128.058	284.988	127.7694	306.073	128.333	298.092	128.0074	310.367	128.1984	303.214	128.023	294.555	128.1082	283.348	128.095	309.785	128.193	316.551	128.0066	312.678	127.5482	272.035	127.8324	264.392	128.3472	293.636	128.135	321.004	128.6342	306.189	128.3066	313.071	128.4968	307.473	128.3222	305.979	128.3974	295.333	128.3942	322.785	128.4826	324.926	128.3058	331.788	127.849	285.013	128.206	264.303	128.6476	297.572	128.439	327.395	128.9334	313.392	128.6082	316.699	128.7888	314.395	128.6238	305.183	128.699	295.713	128.6958	322.375	128.7826	338.947	128.6074	325.053	128.1386	286.267	128.5028	268.179	128.948	290.423	128.739	322.113	129.235	314.161	128.9074	310.641	129.088	305.355	128.9222	300.83	128.9982	295.012	128.9846	318.16	129.0842	304.753	128.8962	312.787	128.4402	274.188	128.8044	264.996	129.248	18.086	129.0294	18.399	129.5342	17.456	129.1978	16.489	129.388	16.408	129.2134	15.898	129.2982	14.918	129.2854	17.227	129.3738	17.683	129.1866	19.176	128.7394	13.94	129.1028	14.918	
	27.80	130.34	276.231	130.1314	317.645	130.6342	294.044	130.2898	291.815	130.4708	289.242	130.3054	282.69	130.391	272.837	130.3774	283.073	130.4754	298.34	130.2794	299.909	129.8394	264.983	130.2036	243.352	130.7296	281.918	130.421	313.117	130.9966	307.119	130.689	302.484	130.8704	294.738	130.6958	291.728	130.7806	287.732	130.7766	313.444	130.845	315.502	130.6794	313.751	130.185	244.409	130.6148	250.697	131.0312	282.615	130.7222	308.792	131.2958	306.852	130.9898	308.582	131.17	302.426	130.995	289.824	131.0802	291.22	131.0774	323.686	131.1466	326.436	130.9786	321.318	130.481	284.469	130.9156	264.7	131.3304	284.144	131.0214	306.973	131.5974	297.486	131.2894	309.926	131.4704	303.215	131.295	292.685	131.3806	284.365	131.367	308.722	131.445	316.929	131.2786	313.333	130.7826	270.115	131.2164	265.476	131.6216	294.232	131.4086	320.489	131.8966	305.985	131.581	312.962	131.7716	305.869	131.5866	305.193	131.6718	295.014	131.6686	321.667	131.737	324.684	131.5706	332.205	131.0818	283.884	131.5156	263.09	131.9208	296.141	131.7122	324.829	132.1878	312.849	131.8802	316.821	132.0708	315.439	131.8858	304.19	131.9706	296.319	131.9678	321.684	132.0362	338.337	131.8698	325.274	131.3722	287.306	131.8172	269.745	132.2208	289.482	132.0122	319.706	132.487	314.516	132.1814	310.401	132.372	305.178	132.187	299.869	132.2726	295.425	132.259	318.279	132.3362	305.93	132.1706	312.065	131.673	274.761	132.1164	264.919	132.5224	17.846	132.3038	18.409	132.787	17.213	132.471	16.54	132.6712	16.375	132.4766	15.383	132.5718	14.772	132.5582	17.165	132.6282	17.559	132.4602	19.017	131.9722	13.426	132.418	14.766	
	27.80	133.632	277.366	133.413	316.03	133.8702	294.501	133.571	292.107	133.7716	289.242	133.5766	282.234	133.6822	272.923	133.6686	282.79	133.737	298.513	133.5602	299.897	133.0746	266.176	133.5268	242.19	133.9936	281.164	133.7054	310.768	134.2702	305.131	133.9434	302.279	134.134	293.032	133.9486	290.893	134.0438	287.063	134.0406	313.695	134.109	315.077	133.9322	313.92	133.4186	245.104	133.8788	251.423	134.2932	283.822	134.0046	306.844	134.5694	307.349	134.2426	309.176	134.4332	303.707	134.2482	290.052	134.3434	289.227	134.3398	323.902	134.4082	326.046	134.2314	320.518	133.7154	284.241	134.178	263.919	134.5944	285.496	134.3058	306.421	134.8698	297.078	134.5442	309.412	134.7344	302.842	134.5494	293.684	134.6446	282.433	134.6318	309.608	134.7098	315.841	134.533	312.108	134.0146	270.312	134.4796	264.674	134.884	293.048	134.6622	318.276	135.171	307.046	134.8434	312.164	135.0336	305.814	134.8486	305.924	134.9438	295.221	134.931	321.998	134.9994	323.4	134.833	330.371	134.3146	283.884	134.7788	263.306	135.1848	294.987	134.9654	325.038	135.4702	313.752	135.1446	315.453	135.3252	313.676	135.1502	304.037	135.2454	296.47	135.2326	321.474	135.3002	338.333	135.1338	325.34	134.6162	286.101	135.0692	269.706	135.4844	288.718	135.2674	320.746	135.7714	313.255	135.4434	308.16	135.6244	306.266	135.449	298.176	135.5446	294.255	135.5214	318.361	135.5994	307.505	135.433	311.325	134.9154	274.039	135.3708	265.6	135.7848	17.691	135.5558	18.553	136.0706	17.387	135.7342	16.553	135.9244	16.334	135.7398	15.605	135.8446	14.876	135.8214	17.133	135.9002	17.974	135.7234	19.424	135.2074	13.657	135.67	14.84	
	27.81	136.8772	275.112	136.6686	316.323	137.171	293.209	136.8266	292.183	137.0072	289.205	136.8318	282.944	136.937	273.13	136.9142	283.087	136.993	297.836	136.8154	300.289	136.3058	264.836	136.762	242.448	137.2672	280.389	137.0678	311.565	137.5334	305.447	137.2166	302.094	137.4072	295.397	137.2322	291.706	137.3062	287.235	137.3142	311.033	137.3826	315.804	137.2162	313.876	136.6538	244.706	137.1412	250.165	137.5664	281.936	137.3678	305.909	137.8326	305.693	137.5162	308.121	137.7064	302.881	137.5314	288.929	137.6078	290.597	137.6134	322.307	137.6818	325.28	137.5154	321.522	136.9578	283.476	137.4428	264.364	137.8664	283.451	137.6694	305.913	138.1338	297.087	137.8162	309.329	138.0068	303.613	137.8314	293.313	137.907	283.376	137.9038	309.24	137.9818	316.869	137.8154	311.503	137.2586	269.832	137.742	263.959	138.158	293.465	137.9686	319.115	138.4326	304.539	138.1074	313.289	138.308	306.166	138.123	305.389	138.2082	293.708	138.2054	321.222	138.273	324.125	138.1066	329.878	137.5578	283.722	138.0436	263.341	138.4572	296.18	138.2698	324.611	138.7246	312.43	138.4066	315.79	138.6072	315.12	138.4222	305.04	138.507	294.823	138.5046	321.151	138.5722	336.427	138.4058	325.179	137.9594	287.772	138.3428	269.105	138.7584	288.173	138.5686	319.593	139.0238	313.316	138.7082	308.315	138.9088	305.171	138.7234	299.288	138.8078	294.461	138.7958	316.152	138.8738	306.363	138.7066	314.399	138.2586	274.617	138.6428	267.541	139.0576	17.891	138.8606	18.392	139.3238	17.529	138.9974	16.647	139.2076	16.369	139.0126	15.651	139.1094	14.806	139.095	17.286	139.1634	17.545	138.9962	19.122	138.5594	13.538	138.9444	14.876	
	27.81	140.168	275.17	139.9594	315.496	140.4066	294.735	140.1074	290.352	140.308	290.364	140.113	282.49	140.2182	273.261	140.2054	282.07	140.2738	298.676	140.097	299.036	139.7018	265.507	140.1588	242.143	140.5304	279.376	140.3218	310.48	140.8066	306.63	140.4698	301.838	140.6704	293.803	140.4854	291.43	140.5706	287.471	140.5774	312.649	140.6458	314.962	140.469	313.045	140.0002	244.659	140.4564	250.802	140.8296	282.101	140.621	304.778	141.1058	305.881	140.769	307.356	140.9696	302.389	140.7846	288.98	140.8702	290.215	140.8766	323.214	140.945	325.022	140.7682	321.637	140.2922	283.076	140.7548	263.857	141.1312	284.319	140.9222	305.024	141.4062	295.663	141.0706	307.421	141.2712	301.976	141.0862	293.309	141.171	282.364	141.1678	307.347	141.2458	315.971	141.0698	313.227	140.5914	271.544	141.0468	263.951	141.42	291.454	141.2118	318.491	141.7074	304.949	141.3598	312.598	141.57	304.851	141.3854	304.884	141.4706	294.851	141.4678	320.28	141.5354	324.456	141.369	330.434	140.9746	282.696	141.346	261.436	141.7216	294.878	141.5118	323.768	142.0066	311.316	141.661	316.395	141.8616	312.914	141.6866	303.462	141.7718	293.953	141.7686	320.301	141.837	337.294	141.6706	324.231	141.2722	287.512	141.6468	269.463	142.0208	287.752	141.813	318.506	142.3078	312.859	141.9602	308.764	142.1608	305.793	141.9854	299.425	142.071	292.796	142.0582	317.253	142.1362	306.096	141.969	310.994	141.573	273.811	141.946	264.987	142.3212	17.645	142.1026	18.411	142.607	17.333	142.2506	16.654	142.4608	16.294	142.2762	15.486	142.3714	14.572	142.3574	17.283	142.4362	18.029	142.2602	19.015	141.8722	13.645	142.3172	14.971	
	27.81	143.4136	275.874	143.2046	315.031	143.7074	293.144	143.3434	291.476	143.544	289.464	143.3686	284.187	143.4638	273.366	143.451	282.723	143.529	297.637	143.3522	300.103	142.973	264.848	143.4092	241.791	143.8024	279.483	143.5842	309.55	144.0698	305.174	143.6322	301.613	143.944	293.32	143.7686	292.613	143.8438	286.357	143.851	312.108	143.9194	315.143	143.7522	312.308	143.3754	244.316	143.7092	249.885	144.1048	280.64	143.8854	304.532	144.369	304.993	143.9338	306.944	144.2432	302.192	144.0678	287.496	144.143	288.121	144.1494	321.568	144.2186	324.191	144.0522	320.078	143.6746	283.382	144.0084	263.9	144.4032	283.803	144.1846	304.829	144.6702	295.672	144.2326	308.649	144.5432	301.972	144.3678	293.317	144.4438	283.118	144.4406	308.429	144.5186	315.813	144.3514	312.508	143.9754	270.981	144.2988	264.116	144.6944	290.481	144.4758	318.473	144.9694	304.181	144.601	311.912	144.8448	305.976	144.6598	305.396	144.7446	294.811	144.7414	320.247	144.8098	324.775	144.6434	328.64	144.2746	283.065	144.7092	261.957	144.9936	293.576	144.775	323.747	145.261	311.375	144.9034	315.055	145.144	313.181	144.959	302.969	145.0438	295.37	145.0406	320.404	145.109	337.332	144.9426	324.474	144.5666	287.207	145.0092	270.745	145.2952	287.045	145.0754	318.341	145.5602	312.609	145.2046	307.663	145.4452	306.525	145.2598	297.928	145.3354	293.98	145.3318	317.828	145.4106	305.18	145.2434	313.212	144.865	273.255	145.3004	266.628	145.5944	17.921	145.367	18.562	145.8602	17.282	145.5042	16.72	145.744	16.386	145.5494	15.463	145.6346	14.795	145.6318	17.247	145.7098	18.044	145.533	19.109	145.1658	13.524	145.6004	15.225	

~End
Original Filename: 131031_TopRead_Fluor25nM_50uL.pda   Date Last Saved: 11/1/2013
