##BLOCKS= 1          
Plate:	Plate#1	1.3	TimeFormat	FLEX	Fluorescence	FALSE	Raw	FALSE	40	110	2.8				1	521	1	12	96	492	Automatic	515			22	High			1	8	TimeTags	
	Temperature(¡C)	A1T	A1	A2T	A2	A3T	A3	A4T	A4	A5T	A5	A6T	A6	A7T	A7	A8T	A8	A9T	A9	A10T	A10	A11T	A11	A12T	A12	B1T	B1	B2T	B2	B3T	B3	B4T	B4	B5T	B5	B6T	B6	B7T	B7	B8T	B8	B9T	B9	B10T	B10	B11T	B11	B12T	B12	C1T	C1	C2T	C2	C3T	C3	C4T	C4	C5T	C5	C6T	C6	C7T	C7	C8T	C8	C9T	C9	C10T	C10	C11T	C11	C12T	C12	D1T	D1	D2T	D2	D3T	D3	D4T	D4	D5T	D5	D6T	D6	D7T	D7	D8T	D8	D9T	D9	D10T	D10	D11T	D11	D12T	D12	E1T	E1	E2T	E2	E3T	E3	E4T	E4	E5T	E5	E6T	E6	E7T	E7	E8T	E8	E9T	E9	E10T	E10	E11T	E11	E12T	E12	F1T	F1	F2T	F2	F3T	F3	F4T	F4	F5T	F5	F6T	F6	F7T	F7	F8T	F8	F9T	F9	F10T	F10	F11T	F11	F12T	F12	G1T	G1	G2T	G2	G3T	G3	G4T	G4	G5T	G5	G6T	G6	G7T	G7	G8T	G8	G9T	G9	G10T	G10	G11T	G11	G12T	G12	H1T	H1	H2T	H2	H3T	H3	H4T	H4	H5T	H5	H6T	H6	H7T	H7	H8T	H8	H9T	H9	H10T	H10	H11T	H11	H12T	H12	
	27.78	48.7288	278.852	48.5182	307.637	48.895	283.346	48.5462	285.368	48.7968	278.741	48.6918	270.556	48.697	265.662	48.7038	273.825	48.7226	290.788	48.545	284.049	48.5282	249.285	48.7124	226.686	49.088	293.083	48.8206	306.578	49.295	304.859	48.8386	303.852	49.1592	293.003	49.0742	281.654	49.0694	306.245	49.0758	327.618	49.0146	313.031	48.8378	325.921	48.8106	238.958	49.0148	244.198	49.3884	303	49.1198	311.729	49.5942	310.656	49.1978	316.214	49.458	303.796	49.3734	295.448	49.3686	300.375	49.375	334.673	49.3546	347.792	49.137	333.542	49.1098	275.064	49.314	261.266	49.6904	288.855	49.421	300.549	49.8846	295.214	49.4986	306.753	49.7496	312.995	49.675	294.018	49.6694	284.428	49.6662	314.677	49.6546	311.433	49.5082	314.13	49.4714	268.748	49.6644	256.355	49.9888	309.293	49.7202	318.014	50.1862	313.7	49.7882	310.491	50.0488	312.362	49.9734	303.425	49.959	303.734	49.9662	339.671	49.9442	327.394	49.8074	344.461	49.7706	291.356	49.954	264.98	50.2904	303.249	50.1278	321.29	50.4854	320.292	50.0898	324.616	50.3504	317.209	50.2654	305.671	50.2606	311.065	50.267	330.617	50.2442	354.833	50.109	319.766	50.0714	280.779	50.2556	242.051	50.5892	294.001	50.431	314.845	50.7866	307.339	50.389	323.315	50.6496	302.129	50.5646	299.836	50.5598	296.356	50.5566	333.586	50.545	294.256	50.4082	299.063	50.3706	258.104	50.5548	245.72	50.8808	18.303	50.7318	19.404	51.0854	17.521	50.6794	17.589	50.9496	17.359	50.8646	16.039	50.8598	15.053	50.8566	16.962	50.845	18.725	50.6986	21.254	50.6618	14.888	50.8548	17.269	
	27.78	51.98	279.052	51.8318	308.011	52.1966	284.887	51.7718	285.029	52.0324	281.08	51.9474	272.083	51.9526	266.285	51.9494	276.425	51.937	290.815	51.781	287.274	51.7538	252.348	51.9476	229.755	52.3424	293.597	52.1334	308.419	52.5582	306.936	52.0706	304.707	52.432	293.956	52.3374	284.535	52.3422	307.229	52.3494	329.556	52.2362	312.464	52.0698	325.877	52.053	240.264	52.2468	245.551	52.6416	303.264	52.513	313.306	52.8574	311.6	52.441	317.121	52.7312	305.767	52.6366	296.56	52.6418	303.471	52.6486	335.06	52.5882	346.421	52.3722	334.065	52.3546	278.489	52.5484	263.382	52.9432	287.169	52.8134	303.412	53.149	294.595	52.741	307.794	53.0216	314.549	52.937	296.132	52.9418	285.111	52.939	315.087	52.8874	313.131	52.7402	315.535	52.713	270.298	52.9076	259.146	53.2424	309.012	53.1134	321.662	53.4486	316.61	53.0326	311.361	53.3232	313.101	53.2378	305.6	53.2334	302.525	53.2406	337.201	53.1882	329.33	53.0314	344.65	53.005	291.224	53.2084	266.348	53.5424	303.939	53.4038	323.739	53.7494	323.009	53.3322	325.295	53.6224	318.812	53.5278	307.221	53.5326	310.43	53.539	330.085	53.4874	354.408	53.3306	320.325	53.3042	282.794	53.5076	243.081	53.844	294.547	53.7054	317.64	54.0486	310.392	53.633	321.324	53.924	302.557	53.8286	301.529	53.8342	297.323	53.831	332.13	53.7778	295.896	53.6322	300.456	53.605	261.739	53.8092	248.144	54.1432	18.237	54.0046	18.995	54.3486	17.632	53.9322	17.496	54.2228	17.021	54.1278	15.968	54.1334	15.04	54.1302	17.02	54.0794	18.345	53.9218	21.122	53.8946	14.543	54.1084	17.042	
	27.78	55.2348	277.774	55.1074	308.863	55.431	286.646	55.0426	287.817	55.3232	282.512	55.2286	273.601	55.2438	266.99	55.2406	277.267	55.1882	293.038	55.0322	288.665	54.9946	254.161	55.2188	231.36	55.6048	293.437	55.407	308.585	55.8306	308.262	55.4514	307.209	55.6956	296.763	55.6006	285.864	55.6058	306.296	55.6126	329.882	55.4906	313.334	55.3338	325.005	55.2874	241.134	55.5212	246.096	55.9064	302.994	55.7566	314.131	56.1318	313.466	55.7542	318.279	55.9944	306.389	55.8998	297.261	55.905	303.934	55.9118	334.153	55.8218	344.727	55.7354	334.459	55.5866	280.031	55.9196	266.497	56.2064	287.947	56.0574	303.393	56.4214	298.051	56.0554	310.926	56.2864	313.003	56.2014	295.779	56.2062	286.294	56.203	314.536	56.121	314.017	56.0346	315.621	55.9578	272.099	56.2212	259.992	56.506	308.881	56.3566	322.265	56.7226	316.627	56.345	313.32	56.5856	313.192	56.5002	307.216	56.4958	302.922	56.5022	335.907	56.4202	328.073	56.3242	344.545	56.257	292.217	56.5108	269.127	56.8056	304.178	56.6482	324.916	57.0218	323.263	56.6462	325.763	56.8868	319.054	56.7918	306.777	56.797	310.568	56.8038	329.596	56.721	354.229	56.625	323.946	56.5586	283.695	56.8124	246.578	57.1056	295.708	56.9478	318.028	57.3222	311.642	56.945	322.224	57.186	302.676	57.091	303.679	57.0962	297.407	57.0934	332.037	57.0122	297.821	56.9242	302.019	56.857	263.932	57.1116	252.055	57.3964	17.833	57.2478	18.43	57.6234	17.631	57.2358	17.578	57.486	16.875	57.3914	15.918	57.3966	14.916	57.3934	17.039	57.3114	18.184	57.2154	20.847	57.1482	14.263	57.4116	16.882	
	27.79	58.4772	278.995	58.3302	309.687	58.7326	289.098	58.3282	286.931	58.5684	283.689	58.4742	274.754	58.489	267.261	58.4862	277.177	58.4034	293.279	58.3074	289.285	58.2402	255.836	58.5044	233.264	58.8688	293.439	58.6294	309.689	59.095	309.717	58.685	305.45	58.968	296.064	58.8738	286.837	58.879	304.993	58.8846	327.621	58.7034	313.715	58.5962	324.987	58.529	242.31	58.8036	248.339	59.188	302.92	58.9998	314.453	59.3942	311.223	58.9874	316.435	59.2688	305.828	59.1734	297.956	59.1782	302.477	59.1846	334.851	59.057	343.107	58.977	334.674	58.8314	281.378	59.1556	265.24	59.4896	287.184	59.2998	304.128	59.6854	298.372	59.2874	310.741	59.5584	311.873	59.4734	296.442	59.4782	285.725	59.4758	314.287	59.3538	314.686	59.277	316.354	59.1898	272.33	59.454	261.793	59.7888	309.215	59.601	323.552	59.9846	317.089	59.5794	314.33	59.86	312.323	59.7746	308.256	59.7702	302.671	59.7766	335.921	59.6546	329.263	59.5682	342.92	59.481	290.877	59.7452	268.085	60.0896	303.803	59.8906	326.554	60.2862	323.675	59.8786	326.342	60.1592	318.587	60.0638	308.421	60.0694	308.782	60.0758	331.565	59.9538	354.405	59.8674	323.751	59.7802	284.49	60.0444	248.953	60.3896	294.594	60.1918	320.389	60.5854	312.281	60.1798	321.858	60.4592	302.924	60.3654	302.68	60.3702	295.327	60.367	331.408	60.2442	298.642	60.169	303.078	60.0818	264.816	60.346	253.643	60.6796	17.71	60.491	18.61	60.8854	17.795	60.479	17.072	60.7608	16.69	60.6646	15.868	60.6698	14.724	60.6662	17.02	60.5458	18.369	60.4682	21.359	60.3714	14.29	60.6452	16.509	
	27.79	61.7796	277.995	61.591	312.579	61.9678	288.874	61.5894	288.705	61.87	283.334	61.765	275.744	61.7798	267.669	61.7766	276.659	61.6554	293.675	61.5786	291.139	61.481	256.561	61.7556	234.392	62.132	293.013	61.8834	312.251	62.367	309.785	61.919	305.786	62.232	296.071	62.1374	287.058	62.1422	304.994	62.1494	326.895	61.957	314.256	61.881	323.437	61.7834	243.547	62.0572	248.222	62.4312	300.616	62.243	315.038	62.6682	313.953	62.221	316.016	62.5312	307.452	62.4366	297.813	62.4414	301.909	62.4486	334.65	62.2898	341.478	62.2106	334.345	62.0826	281.399	62.3884	266.02	62.7312	287.776	62.5442	306.401	62.9578	299.079	62.5222	310.975	62.8224	312.44	62.7378	296.091	62.7426	286.975	62.7398	314.35	62.5882	316.009	62.5114	317.878	62.4338	271.57	62.6884	262.739	63.0232	309.729	62.8434	325.361	63.259	317.549	62.8214	313.93	63.122	312.951	63.0366	307.924	63.0322	302.681	63.039	335.407	62.8874	329.131	62.801	341.148	62.7234	290.778	62.9876	269.373	63.3224	304.128	63.1338	327.656	63.5582	321.764	63.2218	324.88	63.4232	319.783	63.3286	309.161	63.3326	307.783	63.3398	329.767	63.1874	352.93	63.1002	325.131	63.025	284.016	63.2876	251.313	63.6232	295.043	63.4334	321.648	63.8586	314.867	63.5218	320.081	63.7224	303.527	63.6278	304.075	63.6326	296.487	63.6294	329.789	63.489	300.898	63.4026	302.691	63.3242	266.889	63.5788	256.345	63.9128	17.783	63.7342	18.874	64.1598	17.654	63.8122	17.087	64.0224	16.421	63.9278	15.844	63.933	14.797	63.9302	16.731	63.7874	18.058	63.7018	20.99	63.6242	14.347	63.878	16.519	
	27.78	65.0228	277.638	64.8166	312.332	65.2694	289.894	64.975	289.712	65.1056	284.339	65.0106	277.133	65.0254	268.6	65.0222	278.194	64.9002	294.453	64.8138	292.1	64.717	258.899	64.97	234.548	65.3856	293.369	65.1158	312.057	65.6314	310.587	65.2738	306.563	65.5044	295.913	65.409	288.126	65.4142	304.03	65.4222	326.687	65.1994	315.553	65.113	321.174	65.0154	242.446	65.2692	248.54	65.6848	301.443	65.4862	315.681	65.9306	314.043	65.5758	315.841	65.8056	305.079	65.7006	296.919	65.7158	301.24	65.7214	332.349	65.5258	339.549	65.4458	332.985	65.3178	283.177	65.6228	264.832	65.9856	288.26	65.7862	306.094	66.2222	299.869	65.8738	311.318	66.0952	312.636	65.9998	296.373	66.015	285.804	66.0118	312.877	65.8298	315.169	65.7434	317.439	65.6762	273.924	65.9204	263.584	66.2752	308.625	66.0878	326.739	66.5214	317.39	66.2498	314.587	66.396	313.359	66.301	308.838	66.3062	301.159	66.3134	335.131	66.1306	329.47	66.0442	340.677	65.9778	290.178	66.2212	269.972	66.5768	305.52	66.387	329.069	66.8226	323.651	66.555	323.832	66.6956	318.662	66.5906	309.039	66.6058	308.661	66.6118	329.736	66.4314	352.939	66.345	325.837	66.2762	284.82	66.5204	253.535	66.8756	296.338	66.6882	321.338	67.1222	314.421	66.8562	319.874	66.9968	304.125	66.891	302.714	66.9062	296.617	66.9038	329.42	66.8314	300.904	66.7546	302.543	66.5786	267.971	66.8116	257.603	67.1664	17.934	66.9878	18.39	67.4218	17.399	67.1554	17.092	67.296	16.412	67.191	15.811	67.2074	14.728	67.203	16.832	67.1322	18.313	67.0458	20.679	66.8778	14.047	67.1124	16.281	
	27.79	68.2584	278.77	68.0874	314.271	68.5046	292.434	68.2554	288.252	68.3964	284.048	68.2918	278.299	68.3166	268.248	68.3142	279.276	68.2418	294.465	68.1546	292.96	67.9882	258.932	68.222	234.298	68.5576	293.175	68.3798	313.674	68.9046	309.51	68.5382	305.902	68.7688	297.041	68.6734	288.085	68.679	303.422	68.6854	326.571	68.5434	314.387	68.4474	322.011	68.2898	243.58	68.5236	249.476	68.8596	301.112	68.7294	314.84	69.2038	312.698	68.8374	315.609	69.068	305.079	68.973	296.616	68.9782	300.403	68.9846	333.555	68.8426	338.293	68.7466	333.234	68.689	281.803	68.8564	265.784	69.158	287.791	69.0306	306.712	69.4942	299.382	69.1386	311.254	69.3592	311.689	69.2742	296.008	69.279	285.285	69.2758	313.832	69.1338	315.777	69.0474	317.316	68.9906	273.571	69.1548	264.038	69.5168	308.471	69.3302	326.811	69.7958	316.907	69.5026	315.022	69.6584	313.341	69.5734	308.575	69.5686	302.82	69.5758	332.31	69.4338	328.699	69.3466	339.719	69.2802	288.451	69.454	269.577	69.8188	304.994	69.631	330.078	70.095	323.007	69.8082	322.724	69.96	318.626	69.865	309.924	69.8702	307.622	69.8766	329.494	69.8362	350.803	69.7498	326.607	69.5818	285.255	69.754	255.296	70.12	297.07	69.9302	322.844	70.3962	314.431	70.1082	319.841	70.2592	304.335	70.1638	304.224	70.1694	296.166	70.1662	326.876	70.1346	301.785	70.0474	304.105	69.881	268.55	70.0452	258.583	70.4192	18.057	70.2206	18.431	70.695	17.54	70.399	17.197	70.5592	16.574	70.4646	15.729	70.4694	14.816	70.4662	16.881	70.4362	18.203	70.3378	20.47	70.181	13.968	70.3444	16.373	
	27.79	71.5296	278.922	71.3134	314.155	71.7958	292.517	71.501	290.229	71.6416	285.365	71.547	278.303	71.5622	269.388	71.559	278.306	71.545	294.31	71.4202	293.492	71.273	260.172	71.4372	236.112	71.9216	293.723	71.6122	314.992	72.1678	310.382	71.8002	305.681	72.0408	297.114	71.947	289.942	71.9518	301.813	71.959	324.097	71.8474	314.193	71.7098	321.679	71.5722	244.093	71.7364	249.122	72.2212	299.003	71.9726	314.509	72.467	313.497	72.1018	315.949	72.342	305.739	72.2462	296.465	72.2514	299.99	72.2582	334.402	72.2266	335.835	72.0098	333.079	71.925	284.022	72.0916	266.097	72.5224	288.304	72.2726	307.637	72.7586	299.741	72.4006	312.687	72.6312	310.366	72.5466	297.12	72.5514	286.303	72.5486	312.845	72.5266	315.744	72.3098	318.119	72.2234	274.058	72.3868	264.632	72.812	307.075	72.5642	327.223	73.0578	316.52	72.7762	315.104	72.9328	311.356	72.8478	306.752	72.843	301.131	72.8502	332.584	72.8266	326.808	72.6106	339.354	72.5146	288.322	72.6868	267.135	73.1128	306.338	72.8634	329.863	73.359	322.899	73.083	323.587	73.232	317.822	73.1374	308.776	73.1422	306.006	73.1486	328.872	73.1274	349.68	72.9914	327.136	72.813	286.232	72.9884	257.274	73.412	296.407	73.1646	323.123	73.6582	314.73	73.3818	318.483	73.5324	305.943	73.4382	303.926	73.4438	295.642	73.4406	328.183	73.4186	302.685	73.2906	306.289	73.1146	270.477	73.2876	260.562	73.7024	17.754	73.4542	18.137	73.9582	17.254	73.673	16.939	73.8336	16.5	73.7374	15.85	73.743	14.929	73.7398	17.104	73.7178	18.464	73.5826	20.546	73.4138	14.009	73.5892	15.537	
	27.79	74.7952	278.477	74.5542	314.751	75.0406	293.048	74.7722	289.278	74.9432	284.76	74.8382	279.582	74.8534	269.911	74.8502	279.89	74.8298	295.624	74.6914	294.867	74.5242	261.025	74.698	237.317	75.1952	293.224	74.8466	314.006	75.4402	309.22	75.0646	306.586	75.3052	295.406	75.2102	289.375	75.2154	300.48	75.2222	323.196	75.2258	314.361	74.9834	321.909	74.8266	245.242	75.0004	249.625	75.4944	298.66	75.2158	314.413	75.7414	314.673	75.3642	315.42	75.6044	305.355	75.5094	295.627	75.5146	298.841	75.5214	331.781	75.5306	335.671	75.373	332.251	75.1578	283.062	75.3244	265.899	75.7944	288.176	75.5166	306.823	76.031	300.543	75.665	312.133	75.896	310.484	75.811	296.983	75.8158	284.927	75.8126	312.706	75.8298	317.695	75.6746	317.449	75.457	273.128	75.6308	263.743	76.086	306.894	75.8062	327.337	76.3322	314.924	76.0298	313.692	76.1952	311.332	76.1098	309.398	76.1054	300.915	76.1118	330.34	76.121	327.904	75.9738	337.802	75.7562	288.15	75.93	268.127	76.3852	304.916	76.1078	330.245	76.6314	320.703	76.3346	322.059	76.4964	317.939	76.4014	308.939	76.4066	305.599	76.4134	328.746	76.4202	350.302	76.2746	327.696	76.057	286.604	76.2308	258.548	76.6864	296.432	76.407	322.522	76.9318	315.149	76.6346	317.052	76.7956	305.461	76.7006	303.721	76.7058	295.153	76.703	325.073	76.721	304.318	76.5738	307.534	76.3482	269.831	76.6308	261.743	76.976	17.79	76.6974	18.61	77.233	17.674	76.9254	16.976	77.0956	16.455	77.001	15.829	77.0062	14.774	77.003	17.12	77.0226	18.075	76.865	20.301	76.6474	13.904	76.9316	15.718	
	27.79	78.0864	277.648	77.7902	314.088	78.3422	293.032	78.0274	289.996	78.178	286.661	78.0838	279.08	78.0986	269.943	78.095	280.359	78.1314	295.18	77.957	295.005	77.7394	260.406	78.0236	237.123	78.4488	293.474	78.0786	314.397	78.7046	310.419	78.327	305.796	78.5776	297.162	78.4834	290.195	78.4878	299.976	78.495	322.078	78.461	313.672	78.2458	321.578	78.0386	244.67	78.3228	249.35	78.7476	296.912	78.4502	314.073	79.0038	312.99	78.6282	314.707	78.8784	305.325	78.783	294.817	78.7894	298.547	78.7942	331.318	78.7626	334.303	78.6162	331.564	78.3922	284.562	78.6244	265.942	79.0488	287.595	78.749	307.6	79.295	300.793	78.9274	311.742	79.168	310.283	79.083	297.608	79.0878	284.395	79.0854	312.729	79.0642	316.753	78.9162	317.099	78.689	271.833	78.9132	264.087	79.3384	305.796	79.0406	325.704	79.5942	315.493	79.3026	314.303	79.4696	311.516	79.3838	308.39	79.3798	300.821	79.3862	330.082	79.3634	328.313	79.2082	336.904	78.9906	288.601	79.2148	268.856	79.64	304.854	79.3398	330.669	79.8958	321.362	79.6082	322.701	79.7688	318.783	79.6734	308.555	79.679	305.261	79.6854	327.519	79.765	348.411	79.5074	326.688	79.2898	286.629	79.514	259.746	79.9388	296.988	79.6402	323.775	80.195	315.644	79.9082	317.775	80.0688	306.798	79.975	304.026	79.9798	295.79	79.9766	325.783	80.0642	305.187	79.8082	307.084	79.5802	269.779	79.8652	261.837	80.2292	17.873	79.9414	18.142	80.495	17.236	80.1998	16.719	80.3704	16.351	80.2742	15.761	80.2794	14.833	80.2758	17.023	80.3554	18.038	80.0978	20.247	79.8818	13.754	80.1644	15.83	
	27.79	81.3216	277.414	81.0506	315.96	81.5774	293.389	81.2986	290.119	81.4792	284.833	81.3746	280.053	81.3894	270.738	81.3862	279.94	81.5242	296.391	81.2082	296.296	80.9914	262.138	81.2748	237.531	81.6204	291.456	81.4598	315.666	81.9766	309.271	81.5914	304.72	81.8416	297.211	81.7462	289.058	81.7518	299.925	81.759	320.624	81.817	316.265	81.5002	320.928	81.293	245.127	81.5772	249.516	81.9224	297.527	81.7622	315.651	82.2782	314.208	81.8906	315.545	82.1408	305.523	82.0358	294.783	82.051	296.447	82.0582	331.363	82.1162	334.7	81.8698	330.552	81.625	283.918	81.8764	266.144	82.2208	287.841	82.0634	306.712	82.567	299.569	82.1914	311.284	82.432	308.943	82.3374	295.71	82.3522	286.401	82.3494	313.999	82.4162	316.443	82.1706	317.383	81.9242	273.041	82.1668	265.57	82.58	304.692	82.353	328.258	82.8686	314.291	82.5566	315.181	82.7316	312.048	82.6362	309.224	82.6418	300.827	82.6486	329.55	82.7826	328.036	82.4602	335.581	82.2234	287.749	82.4668	267.13	82.8816	303.72	82.6542	329.907	83.1678	320.593	82.8614	321.866	83.032	318.79	82.9278	308.573	82.9422	302.879	82.9494	327.285	83.0874	348.8	82.761	328.337	82.5226	286.528	82.7668	261.416	83.1832	296.646	82.9534	324.573	83.4682	316.685	83.1614	317.835	83.332	306.624	83.227	303.617	83.2422	296.97	83.239	323.809	83.3882	305.457	83.061	308.805	82.8146	271.069	83.1188	262.636	83.4824	17.931	83.2438	18.639	83.7694	17.549	83.4522	16.798	83.632	16.389	83.5278	15.593	83.5426	14.922	83.5398	17.264	83.6874	18.217	83.3514	20.49	83.1138	13.808	83.418	15.837	
	27.79	84.5736	276.298	84.3366	316.959	84.879	294.853	84.5538	290.378	84.7144	285.728	84.6102	279.352	84.635	269.866	84.6318	279.825	84.7882	296.666	84.4434	297.123	84.2058	261.454	84.51	238.133	84.8736	290.165	84.6918	314.598	85.241	309.86	84.8434	305.664	85.114	296.726	84.9086	290.457	85.0238	298.039	85.0318	321.355	85.0802	315.698	84.7426	319.112	84.505	245.307	84.8092	250.508	85.196	295.463	84.9966	314.562	85.5402	313.055	85.1438	314.435	85.4152	303.79	85.211	294.821	85.3254	296.94	85.331	329.534	85.3794	332.932	85.1138	330.493	84.8602	283.787	85.1108	265.528	85.4944	287.663	85.2958	308.532	85.8318	300.357	85.4434	310.982	85.7048	309.936	85.5094	297.113	85.6246	286.361	85.6214	313.565	85.681	317.153	85.413	317.336	85.1562	274.111	85.41	263.369	85.834	302.522	85.587	327.15	86.131	312.548	85.8298	314.314	86.0048	310.926	85.875	308.085	85.9158	300.024	85.923	328.736	86.0354	327.394	85.7042	335.612	85.457	288.006	85.71	266.491	86.1352	304.71	85.8862	330.544	86.4322	321.612	86.1346	320.904	86.3052	317.499	86.1798	308.048	86.2154	303.85	86.2214	327.203	86.3402	347.004	86.0042	327.252	85.7562	285.61	86.0012	262.386	86.4364	296.631	86.1878	323.846	86.7314	315.447	86.4346	316.753	86.6056	304.895	86.4814	304.509	86.5158	296.662	86.5134	324.438	86.6402	305.846	86.3042	309.46	86.057	271.696	86.3604	263.443	86.7356	18.024	86.487	18.835	87.0314	17.438	86.7266	16.827	86.9068	16.258	86.7806	15.645	86.817	14.813	86.8126	17.059	86.9306	18.123	86.6058	20.37	86.3578	13.692	86.662	15.339	
	27.78	87.846	276.831	87.5974	316.294	88.1142	294.639	87.8254	289.415	88.016	286.859	87.8806	278.937	87.9262	271.376	87.923	281.293	88.033	297.542	87.7146	296.992	87.4674	262.96	87.7716	239.549	88.2384	290.75	87.927	315.049	88.5134	310.964	88.1178	305.351	88.3784	296.568	88.163	290.543	88.2886	296.914	88.2958	321.431	88.3322	316.23	88.113	319.124	87.7698	244.226	88.0732	250.282	88.5376	294.283	88.2286	314.415	88.8134	312.851	88.417	311.934	88.6776	303.114	88.4622	294.352	88.5878	295.338	88.5942	328.969	88.6338	332.076	88.4162	328.842	88.0938	283.699	88.3732	265.446	88.8384	287.995	88.5302	307.439	89.1038	300.72	88.7178	313.164	88.9688	308.191	88.7638	296.385	88.8886	284.725	88.8854	311.994	88.933	317.272	88.717	316.31	88.4002	272.607	88.674	264.434	89.128	302.774	88.8294	326.696	89.4054	311.939	89.0834	314.727	89.268	310.444	89.1278	308.202	89.1782	298.926	89.175	327.203	89.3082	327.469	89.0066	335.31	88.6986	287.474	88.9732	266.653	89.4284	304.532	89.231	330.771	89.7046	319.559	89.3878	321.116	89.5696	318.074	89.4334	308.666	89.4798	302.73	89.4758	327.534	89.6138	347.559	89.3066	328.564	88.9994	286.212	89.3676	262.87	89.7288	296.741	89.5298	323.884	90.0058	316.688	89.6882	315.838	89.8688	306.986	89.7334	303.422	89.779	294.942	89.7654	322.485	89.9138	306.294	89.6074	309.887	89.4002	271.89	89.6644	262.223	90.0288	18.04	89.8206	18.523	90.3046	17.382	89.9786	16.627	90.1688	16.208	90.0238	15.736	90.079	14.72	90.0662	17.13	90.2058	17.771	89.8978	20.028	89.7002	13.704	89.9644	15.584	
	27.78	91.1208	277.824	90.973	317.411	91.4054	294.466	91.0802	290.591	91.2512	287.305	91.1262	281.177	91.1718	272.441	91.1582	280.429	91.305	296.754	90.9898	297.236	90.793	261.994	91.0564	239.747	91.5104	289.167	91.2718	315.689	91.7774	309.237	91.3698	303.813	91.6504	297.034	91.4254	291.472	91.5614	296.179	91.4574	319.094	91.597	315.501	91.3458	318.935	91.0922	244.568	91.3556	251.225	91.812	294.565	91.5738	313.826	92.0766	312.465	91.6714	312.534	91.952	304.025	91.7266	292.323	91.861	295.857	91.759	328.684	91.8962	331.728	91.6506	328.818	91.393	284.699	91.7556	265.767	92.1108	288.15	91.8718	308.413	92.3682	299.862	91.9706	310.557	92.2408	307.993	92.0254	295.197	92.161	285.882	92.0582	310.027	92.197	315.8	91.9498	316.933	91.6826	272.405	92.0468	263.685	92.4024	302.053	92.2486	326.654	92.6674	312.281	92.3562	313.626	92.5424	309.895	92.4006	308.537	92.4526	300.706	92.4198	326.373	92.5626	328.32	92.241	334.963	91.9834	286.659	92.3476	267.047	92.7016	303.359	92.553	329.367	92.9686	318.18	92.661	320.479	92.8416	317.436	92.7066	309.542	92.7418	301.361	92.719	327.608	92.8666	346.623	92.5402	327.649	92.2834	285.82	92.6468	263.711	93.0032	296.252	92.8542	323.338	93.2678	316.246	92.961	314.321	93.142	306.059	93.0066	302.706	93.043	294.554	93.0102	322.51	93.1674	305.673	92.8402	309.748	92.6434	272.723	92.938	263.36	93.3024	17.731	93.1538	18.398	93.5678	17.409	93.253	17.035	93.4432	16.458	93.3082	15.651	93.3422	14.643	93.3086	16.832	93.4578	17.709	93.1418	20.06	92.9434	13.863	93.2372	15.32	
	27.78	94.4128	277.196	94.2538	316.462	94.6502	295.198	94.3514	290.815	94.5528	287.095	94.4074	280.931	94.4526	271.07	94.4198	280	94.5586	297.544	94.2514	298.707	94.0346	262.891	94.3476	240.695	94.7744	289.099	94.5362	315.447	95.0498	309.483	94.6442	305.285	94.9148	296.466	94.6894	290.088	94.825	294.337	94.8222	317.999	94.849	315.055	94.581	319.516	94.3354	244.598	94.65	250.618	95.074	292.357	94.8354	312.059	95.351	310.882	94.9434	311.788	95.214	303.385	94.989	292.303	95.1242	295.843	95.1206	330.143	95.149	330.428	94.8826	328.668	94.6354	285.026	94.9988	264.853	95.3752	287.843	95.1366	309.836	95.6406	300.178	95.2446	310.351	95.5056	307.779	95.2902	295.689	95.4254	284.467	95.4126	311.383	95.4506	317.429	95.1834	317.017	94.9354	273.621	95.2908	265.396	95.6648	301.193	95.501	326.956	95.9418	311.39	95.6098	314.711	95.8048	310.645	95.6542	307.331	95.715	298.57	95.7118	327.543	95.8354	326.28	95.4834	337.219	95.2378	286.142	95.59	266.723	95.9656	303.438	95.8062	329.064	96.241	319.294	95.9146	319.797	96.106	316.809	95.9598	308.841	96.0162	302.181	96.0126	325.119	96.1418	346.294	95.8834	326.157	95.5362	285.263	95.89	264.275	96.2652	294.995	96.1062	323.343	96.5414	315.021	96.2146	314.399	96.4052	306.54	96.2598	302.671	96.3154	296.027	96.3022	321.731	96.4402	305.851	96.1834	310.675	95.8874	273.231	96.1812	262.828	96.5656	17.864	96.397	18.097	96.8426	17.446	96.505	16.44	96.7052	16.403	96.5502	15.653	96.6158	14.776	96.6022	17.202	96.7322	17.961	96.4746	19.624	96.1866	13.815	96.4804	15.289	
