1000,9.792295851
500,11.32540133
250,15.26083951
125,16.93306686
62.5,18.01185992
31.25,16.99680822
15.625,21.50722282
7.8125,23.64409259
3.90625,28.01132272
1.953125,30.67074885
0.9765625,31.84305459
0,35.49007276
