Plate,Repeat,Well,Type,Time,ANTS (Counts)
1,9,G04,M,00:04:08.42,292791
1,10,G04,M,00:04:35.57,292985
1,1,G05,M,00:00:32.16,292822
1,2,G05,M,00:00:59.30,292738
1,3,G05,M,00:01:26.46,291413
1,4,G05,M,00:01:53.60,293377
1,5,G05,M,00:02:20.75,292506
1,6,G05,M,00:02:47.90,292741
1,7,G05,M,00:03:15.05,292533
1,8,G05,M,00:03:42.19,293734
1,9,G05,M,00:04:09.34,292930
1,10,G05,M,00:04:36.49,293310
1,1,G06,M,00:00:33.08,295615
1,2,G06,M,00:01:00.22,295421
1,3,G06,M,00:01:27.38,295260
1,4,G06,M,00:01:54.52,297070
1,5,G06,M,00:02:21.67,295888
1,6,G06,M,00:02:48.82,297365
1,7,G06,M,00:03:15.97,296596
1,8,G06,M,00:03:43.11,296007
1,9,G06,M,00:04:10.26,298099
1,10,G06,M,00:04:37.41,297039
