##BLOCKS= 1          
Plate:	Plate#1	1.3	TimeFormat	FLEX	Fluorescence	FALSE	Raw	FALSE	50	98	2				1	522	3	10	96	490	Manual	None			12	Medium			1	8	TimeTags	
	Temperature(¡C)	A1T	A1	A2T	A2	A3T	A3	A4T	A4	A5T	A5	A6T	A6	A7T	A7	A8T	A8	A9T	A9	A10T	A10	A11T	A11	A12T	A12	B1T	B1	B2T	B2	B3T	B3	B4T	B4	B5T	B5	B6T	B6	B7T	B7	B8T	B8	B9T	B9	B10T	B10	B11T	B11	B12T	B12	C1T	C1	C2T	C2	C3T	C3	C4T	C4	C5T	C5	C6T	C6	C7T	C7	C8T	C8	C9T	C9	C10T	C10	C11T	C11	C12T	C12	D1T	D1	D2T	D2	D3T	D3	D4T	D4	D5T	D5	D6T	D6	D7T	D7	D8T	D8	D9T	D9	D10T	D10	D11T	D11	D12T	D12	E1T	E1	E2T	E2	E3T	E3	E4T	E4	E5T	E5	E6T	E6	E7T	E7	E8T	E8	E9T	E9	E10T	E10	E11T	E11	E12T	E12	F1T	F1	F2T	F2	F3T	F3	F4T	F4	F5T	F5	F6T	F6	F7T	F7	F8T	F8	F9T	F9	F10T	F10	F11T	F11	F12T	F12	G1T	G1	G2T	G2	G3T	G3	G4T	G4	G5T	G5	G6T	G6	G7T	G7	G8T	G8	G9T	G9	G10T	G10	G11T	G11	G12T	G12	H1T	H1	H2T	H2	H3T	H3	H4T	H4	H5T	H5	H6T	H6	H7T	H7	H8T	H8	H9T	H9	H10T	H10	H11T	H11	H12T	H12	
	27.66					32.4018	431.849	36.8964	483.481	36.9058	484.612	36.858	472.359	36.8604	452.058	36.928	428.964	36.9306	457.146	36.887	456.892	36.9488	464.931	35.7386	440.841					32.597	449.291	37.0964	490.976	37.1106	503.777	37.0628	487.425	37.0556	468.996	37.1264	467.623	37.129	496.494	37.0758	465.387	37.1472	486.231	35.9338	430.064					32.797	438.981	37.2964	492.71	37.3026	497.662	37.2644	499.211	37.2556	477.716	37.3264	453.437	37.3194	478.447	37.2758	464.728	37.3472	491.804	36.129	450.145					32.9874	446.772	37.4868	484.267	37.501	477.271	37.4644	496.055	37.4556	473.505	37.5184	457.733	37.5194	483.312	37.4662	455.916	37.5472	482.376	36.3242	440.074					33.1874	435.215	37.6868	482.677	37.6914	473.362	37.6548	496.225	37.6572	458.535	37.7168	463.618	37.7114	478.949	37.6678	480.545	37.7488	486.266	36.5146	433.842					33.389	453.544	37.8772	484.426	37.8914	496.856	37.8548	478.539	37.8556	451.859	37.9072	469.133	37.9098	513.668	37.8662	479.288	37.9376	490.789	36.7146	432.307					33.5874	454.38	38.0772	480.785	38.0834	461.521	38.0452	472.517	38.046	466.524	38.1072	476.121	38.1098	483.139	38.0566	480.65	38.1376	488.012	36.9146	447.056					33.7874	450.553	38.2788	472.431	38.2818	492.875	38.2452	483.261	38.246	476.271	38.3088	465.123	38.3018	512.601	38.2566	475.068	38.3296	504.538	37.105	464.255	
	27.66					34.8146	462.573	39.2932	495.236	39.3074	480.424	39.2612	479.055	39.2588	453.894	39.344	458.538	39.3274	473.093	39.263	465.689	39.3648	471.624	38.1306	434.525					35.0194	460.602	39.4884	499.242	39.5042	487.704	39.4564	487.56	39.4476	467.386	39.5392	477.872	39.5306	488.141	39.4582	473.35	39.56	481.554	38.337	442.29					35.2194	456.5	39.6884	486.39	39.7042	496.626	39.6564	497.859	39.6476	470.485	39.7344	465.652	39.7226	485.784	39.6598	467.701	39.7504	495.005	38.5354	452.232					35.4098	452.861	39.8804	500.982	39.9042	498.028	39.8564	492.597	39.838	463.62	39.9296	477.717	39.921	492.534	39.8486	457.131	39.9504	484.787	38.737	440.181					35.6098	466.255	40.0788	497.026	40.0946	470.264	40.058	486.985	40.0396	459.038	40.1296	470.319	40.1114	489.066	40.0486	469.859	40.1504	488.619	38.9274	425.648					35.8002	468.169	40.2692	501.992	40.293	499.339	40.2564	478.131	40.238	457.897	40.3216	476.006	40.313	514.124	40.239	485.143	40.3504	499.029	39.1274	428.363					36.0002	446.782	40.4708	489.444	40.485	463.101	40.4468	472.93	40.4284	480.691	40.52	481.309	40.5018	495.02	40.439	481.929	40.552	493.367	39.3162	447.649					36.2002	447.472	40.6692	477.621	40.685	478.293	40.6468	465.837	40.6284	470.253	40.7104	465.205	40.7034	499.905	40.639	469.143	40.7408	510.354	39.5178	458.021	
	27.66					37.213	447.704	41.6852	495.126	41.6962	486.924	41.6532	477.65	41.6348	456.213	41.7456	437.811	41.729	451.188	41.6646	457.981	41.7776	470.769	40.5322	430.033					37.4114	448.652	41.8804	482.918	41.8866	488.858	41.8484	486.705	41.83	471.366	41.9424	476.197	41.9258	496.789	41.8614	466.769	41.9824	482.005	40.729	431.297					37.6114	447.928	42.0852	494.853	42.085	499.556	42.0484	496.526	42.03	484.398	42.1328	459.599	42.1242	456.706	42.0614	473.327	42.1824	487.038	40.929	441.247					37.8018	452.781	42.282	481.137	42.277	480.731	42.2436	486.311	42.2204	469.383	42.3312	469.052	42.3242	469.414	42.2502	471.193	42.3824	483.962	41.1338	429.462					38.0034	458.031	42.4804	498.694	42.477	474.841	42.4388	489.099	42.4204	471.356	42.5232	463.579	42.5146	497.108	42.4518	471.788	42.5744	495.919	41.329	418.857					38.1922	473.738	42.6724	502.786	42.677	497.513	42.6388	471.209	42.6108	468.202	42.7232	477.011	42.7146	504.327	42.6406	477.468	42.7728	503.455	41.529	424.624					38.3922	438.939	42.8708	488.772	42.8674	461.276	42.8308	472.224	42.8108	466.029	42.9232	475.475	42.905	491.159	42.8422	476.954	42.9632	486.678	41.721	429.756					38.5826	461.939	43.0628	474.558	43.0674	476.178	43.0292	477.391	43.0108	476.056	43.1136	475.881	43.105	484.408	43.031	472.538	43.1632	506.926	41.9194	452.374	
	27.66					39.5986	461.981	44.0884	486.07	44.093	481.004	44.0452	479.764	44.0268	468.859	44.1248	431.629	44.1162	463.638	44.0534	460.449	44.176	479.575	42.945	430.778					39.7938	464.413	44.2836	488.503	44.2882	501.701	44.2404	490.119	44.2236	483.128	44.3232	451.612	44.3066	481.903	44.2534	467.954	44.3648	481.174	43.1402	424.475					39.9842	444.131	44.474	498.154	44.4882	497.13	44.4404	487.971	44.422	470.946	44.5136	455.299	44.5066	465.322	44.4438	470.98	44.5648	492.794	43.3402	445.338					40.1954	466.965	44.674	490.642	44.6786	484.446	44.6308	500.635	44.6124	469.242	44.7136	480.65	44.697	478.681	44.6438	468.349	44.7648	474.511	43.5306	437.416					40.3938	465.896	44.874	488.282	44.8786	482.009	44.8308	486.155	44.8124	455.421	44.9056	461.747	44.8986	487.245	44.8454	475.051	44.9568	493.902	43.7322	413.547					40.5858	476.989	45.074	496.72	45.069	507.065	45.0228	483.91	45.0028	472.33	45.1056	459.536	45.097	500.027	45.0438	472.025	45.1552	496.812	43.9322	419.762					40.7858	459.13	45.274	489.295	45.269	466.393	45.2212	485.04	45.2028	478.872	45.3056	473.529	45.2874	484.118	45.2438	486.256	45.3456	490.284	44.1322	441.246					40.9762	454.005	45.4644	469.884	45.469	476.216	45.4212	473.861	45.3932	491.732	45.5056	482.999	45.4874	510.614	45.4358	471.806	45.5472	509.131	44.3322	451.565	
	27.66					42.0114	440.682	46.4804	493.064	46.485	489.745	46.4388	472.968	46.4156	455.88	46.5312	433.978	46.513	464.571	46.4598	461.601	46.5712	476.399	45.3578	428.427					42.2082	454.694	46.6756	490.866	46.6818	494.078	46.634	483.017	46.614	472.649	46.7264	465.061	46.7082	482.975	46.655	463.803	46.7664	475.824	45.5546	430.473					42.397	462.136	46.866	496.372	46.8802	493.205	46.8324	496.299	46.8044	486.84	46.928	470.382	46.9098	476.628	46.847	471.331	46.968	481.154	45.753	453.637					42.597	453.271	47.0676	491.238	47.0706	490.317	47.0244	496.34	47.0044	467.778	47.1264	475.69	47.0986	490.253	47.0454	468.654	47.168	479.191	45.9434	439.512					42.7874	461.917	47.2564	497.73	47.2722	478.023	47.2228	497.948	47.206	449.749	47.3168	464.433	47.2986	491.327	47.2358	469.189	47.368	488.379	46.145	414.128					42.9874	460.261	47.4564	503.589	47.461	497.734	47.4148	488.111	47.3948	453.438	47.5184	476.566	47.489	504.618	47.4358	479.579	47.568	501.214	46.3338	435.267					43.1874	453.629	47.658	486.737	47.661	467.128	47.6148	481.857	47.5948	465.96	47.7072	483.416	47.689	494.004	47.6374	479.638	47.7584	494.332	46.5338	442.399					43.3778	450.511	47.8564	483.797	47.861	466.57	47.8052	483.075	47.7868	471.564	47.9072	482.17	47.889	500.811	47.8262	470.454	47.9584	497.669	46.7338	449.535	
	27.66					44.3842	452.964	48.8724	507.183	48.877	493.692	48.826	472.015	48.8012	453.032	48.9328	438.811	48.9162	471.738	48.8534	457.498	48.984	475.376	47.7466	439.998					44.589	454.975	49.0772	487.672	49.0738	501.398	49.026	495.164	48.9964	474.637	49.1296	467.501	49.1114	501.833	49.0598	466.3	49.1808	496.299	47.945	437.646					44.7794	453.433	49.274	482.441	49.2738	494.718	49.2164	497.125	49.1884	482.908	49.3296	466.328	49.3114	474.416	49.2582	469.347	49.3792	495.471	48.145	445.549					44.9842	461.896	49.4676	473.004	49.4786	489.195	49.4164	493.421	49.3868	492.217	49.52	473.296	49.5018	480.469	49.4582	464.121	49.5696	486.804	48.3354	440.16					45.1794	472.08	49.658	498.882	49.6738	486.583	49.6164	494.424	49.5868	453.49	49.72	466.666	49.7018	495.696	49.6502	475.3	49.7712	503.552	48.537	427.646					45.3794	454.993	49.8596	503.945	49.8642	504.948	49.8164	480.639	49.7788	467.193	49.92	477.796	49.8922	487.276	49.8486	478.578	49.96	497.329	48.7258	435.691					45.5698	450.03	50.0484	482.288	50.0642	472.53	50.0164	473.136	49.9772	472.817	50.1104	463.127	50.0922	492.934	50.039	482.553	50.16	495.677	48.9258	442.414					45.7698	455.62	50.25	476.287	50.2546	476.502	50.2068	482.711	50.1676	475.696	50.3104	479.832	50.2922	510.169	50.239	472.955	50.36	512.386	49.1162	454.661	
	27.66					46.7858	454.544	51.2644	493.676	51.2898	491.478	51.2228	478.151	51.2044	460.027	51.3168	432.509	51.3146	467.646	51.255	473.184	51.3728	476.388	50.1322	446.034					46.981	451.178	51.4612	492.051	51.485	496.812	51.418	494.885	51.3996	477.99	51.512	459.776	51.513	500.262	51.4502	473.559	51.5712	482.072	50.3274	443.226					47.1906	443.188	51.6612	482.553	51.6754	496.001	51.61	510.06	51.59	481.517	51.712	462.609	51.7034	472.724	51.6502	461.516	51.7712	489.34	50.5194	448.019					47.3922	452.723	51.8596	481.629	51.8754	486.572	51.8084	503.339	51.79	478.362	51.9072	454.664	51.9034	491.503	51.855	460.572	51.9616	481.914	50.7178	440.798					47.581	467.498	52.0516	493.551	52.0658	483.492	51.9988	496.017	51.9804	460.975	52.1024	471.72	52.105	490.756	52.0518	473.284	52.1632	483.569	50.9178	423.866					47.7826	467.645	52.25	498.287	52.2674	500.374	52.1988	481.49	52.1804	471.942	52.3024	461.827	52.305	502.584	52.2502	482.26	52.352	495.106	51.1098	435.751					47.9714	456.515	52.442	484.639	52.4658	455.044	52.4004	477.285	52.3804	462.302	52.4928	465.633	52.505	502.676	52.4422	481.733	52.552	495.641	51.3082	446.065					48.173	451.005	52.642	476.556	52.6562	486.824	52.5892	484.004	52.5708	482.241	52.6928	488.739	52.6954	504.353	52.6406	467.21	52.7536	500.59	51.4986	462.292	
	27.66					49.1986	471.24	53.6532	492.001	53.6818	477.092	53.6148	476.52	53.582	470.085	53.7184	440.516	53.7306	475.81	53.6678	459.518	53.7584	474.363	52.5354	439.475					49.3954	466.702	53.8436	484.188	53.8786	481.969	53.8116	488.484	53.782	484.395	53.9136	471.965	53.9258	489.255	53.863	460.7	53.9536	479.992	52.7306	429.312					49.5938	452.84	54.0436	486.333	54.0674	494.782	54.0004	501.687	53.9724	496.95	54.1136	461.816	54.1178	478.185	54.063	470.425	54.1552	483.697	52.921	451.403					49.7842	449.208	54.234	488.043	54.2674	473.043	54.2004	500.54	54.1724	477.8	54.304	464.773	54.3162	490.562	54.2534	460.457	54.3552	484.692	53.121	448.786					49.9858	469.421	54.434	513.66	54.4578	482.238	54.3908	498.932	54.3628	478.439	54.504	458.535	54.5066	486.603	54.4534	476.551	54.5552	496.494	53.3114	418.809					50.1842	457.792	54.634	493.542	54.6578	499.911	54.5908	488.206	54.5628	470.066	54.696	467.434	54.7066	505.519	54.655	477.924	54.7456	509.883	53.5114	436.229					50.3746	452.645	54.8244	475.769	54.8578	464.726	54.7908	478.779	54.7532	477.53	54.8944	457.997	54.9082	492.612	54.8534	473.396	54.9456	495.65	53.7114	444.45					50.5746	459.022	55.0244	482.974	55.0482	474.395	54.9812	478.446	54.9548	475.679	55.0944	465.116	55.097	522.794	55.0534	472.481	55.136	507.868	53.9018	455.331	
	27.66					51.5874	459.835	56.05	490.471	56.061	489.015	55.994	472.55	55.9788	460.146	56.12	436.738	56.1338	471.28	56.0806	464.371	56.1712	468.174	54.9242	438.692					51.7762	459.345	56.2452	487.18	56.2594	503.608	56.1924	484.465	56.174	476.013	56.3168	467.113	56.3386	497.664	56.2758	475.214	56.3664	475.271	55.1226	436.232					51.9762	450.578	56.4452	492.886	56.4498	493.93	56.3828	503.24	56.3756	482.048	56.5168	464.409	56.5386	466.763	56.4742	468.827	56.5568	491.656	55.313	450.633					52.1666	459.461	56.6356	495.772	56.6498	487.985	56.5828	493.868	56.574	469.034	56.7168	469.304	56.7386	496.99	56.6662	473.472	56.7568	478.523	55.513	436.272					52.3682	465.593	56.8356	489.98	56.8418	463.829	56.7748	491.956	56.7644	471.837	56.9168	474.18	56.9306	492.133	56.8662	476.842	56.9568	486.443	55.7034	426.325					52.5666	471.852	57.026	492.017	57.0402	495.401	56.9732	473.986	56.966	466.424	57.1072	462.715	57.129	513.629	57.0566	483.024	57.1472	494.97	55.9034	444.145					52.757	455.014	57.2276	485.716	57.2306	473.113	57.1636	471.778	57.1548	467.1	57.3072	472.639	57.3194	489.443	57.2566	486.012	57.3472	488.077	56.1034	443.755					52.957	459.471	57.426	476.113	57.4322	485.209	57.3652	474.981	57.3548	494.496	57.4976	469.554	57.5194	508.91	57.4566	478.592	57.5376	500.595	56.305	462.135	
	27.66					53.9634	456.181	58.4516	489.745	58.4466	497.827	58.3908	474.745	58.382	456.621	58.5136	439.141	58.5354	473.789	58.4678	460.034	58.56	480.737	57.3306	444.671					54.1586	462.385	58.6484	494.223	58.6418	498.279	58.586	489.174	58.5772	471.789	58.7088	464.695	58.7306	497.113	58.6678	456.094	58.7584	480.022	57.5258	442.951					54.3586	461.961	58.8468	486.684	58.8434	506.967	58.786	507.687	58.7756	488.101	58.8992	462.318	58.9306	466.267	58.8678	470.057	58.9488	490.091	57.7354	458.234					54.549	455.255	59.0372	479.815	59.0482	491.356	58.986	478.994	58.9676	466.117	59.104	464.38	59.1354	483.282	59.0582	466.16	59.1488	474.915	57.9354	435.79					54.749	461.101	59.2388	498.54	59.2434	492.226	59.1764	498.12	59.1676	460.084	59.3088	451.192	59.3306	493.507	59.2582	463.46	59.3408	497.07	58.1258	424.831					54.9394	466.035	59.4276	500.06	59.4434	502.248	59.3764	485.73	59.3676	455.123	59.4992	469.047	59.5306	503.113	59.4486	473.239	59.5392	501.438	58.3274	445.025					55.1394	461.369	59.6292	488.015	59.6338	460.63	59.5668	479.528	59.558	462.071	59.7008	466.117	59.7226	489.836	59.6486	475.908	59.7392	489.86	58.5162	444.04					55.3394	465.113	59.8276	480.316	59.8338	479.755	59.7668	479.787	59.758	466.531	59.8896	489.807	59.9226	503.778	59.839	466.493	59.9312	499.886	58.7162	463.994	
	27.66					56.3554	443.047	60.8452	504.421	60.8594	473.932	60.7924	477.878	60.7692	446.259	60.9264	442.949	60.9482	466.293	60.855	458.452	60.9568	462.636	59.7418	439.846					56.5522	467.219	61.0404	491.988	61.0546	488.737	60.9892	499.544	60.9692	480.723	61.12	471.998	61.1434	501.392	61.0502	468.996	61.1616	481.666	59.9386	437.255					56.7506	451.725	61.2404	486.845	61.2546	490.349	61.1876	503.159	61.1692	486.558	61.3168	464.119	61.3434	468.703	61.2406	463.178	61.352	494.153	60.137	450.023					56.941	461.582	61.4452	488.178	61.445	485.954	61.378	491.641	61.3596	481.024	61.5104	466.469	61.5338	490.839	61.4406	467.826	61.552	477.891	60.3274	443.137					57.1426	469.206	61.6404	495.458	61.645	477.177	61.5796	491.428	61.5612	460.678	61.7008	455.943	61.7338	492.348	61.6406	472.509	61.7424	491.901	60.529	429.205					57.3314	490.59	61.8308	499.483	61.8466	490.229	61.778	492.712	61.75	452.008	61.9024	479.27	61.9354	507.301	61.831	465.687	61.9424	493.224	60.7274	442.149					57.5314	469.143	62.0324	487.834	62.0466	455.915	61.9684	481.604	61.95	467.696	62.1008	475.594	62.1338	492.831	62.031	479.107	62.1328	485.113	60.9194	441.53					57.7218	469.749	62.2212	472.164	62.245	479.396	62.1684	489.244	62.1516	469.861	62.2928	469.773	62.3338	503.269	62.2214	475.26	62.3328	506.973	61.1178	456.591	
	27.66					58.7378	458.51	63.2564	489.592	63.2722	505.134	63.1812	477.369	63.166	445.386	63.3184	444.11	63.3594	462.827	63.2566	452.862	63.3584	473.222	62.1306	430.965					58.933	451.506	63.4516	500.038	63.469	491.26	63.3796	502.191	63.3612	476.44	63.5248	459.166	63.5562	492.364	63.4534	460.946	63.5552	466.803	62.3306	426.796					59.1234	458.415	63.6468	501.128	63.6674	499.914	63.5796	499.419	63.5612	475.714	63.7232	467.849	63.7562	473.766	63.6422	460.336	63.7536	492.486	62.529	445.357					59.325	458.039	63.8436	476.975	63.8578	484.405	63.77	510.895	63.7532	474.979	63.9232	463.881	63.945	484.211	63.8422	456.393	63.9536	478.71	62.721	441.139					59.5234	471.146	64.0324	487.884	64.0594	486.328	63.9716	487.566	63.9516	470.614	64.1152	456.865	64.1466	486.259	64.0438	472.403	64.1456	489.731	62.921	420.75					59.7138	464.721	64.234	492.565	64.2482	488.59	64.1604	489.707	64.142	463.951	64.3136	475.975	64.3354	515.916	64.2438	468.808	64.344	504.641	63.1098	428.222					59.9154	449.767	64.4324	498.848	64.4482	464.316	64.3604	478.788	64.3436	468.082	64.504	477.014	64.537	487.945	64.4422	485.034	64.5344	480.363	63.3114	457.279					60.1042	455.93	64.6244	480.416	64.6482	479.653	64.562	479.369	64.542	475.703	64.704	480.705	64.737	499.977	64.6342	473.963	64.7344	506.039	63.5114	463.711	
	27.66					61.1298	476.064	65.6596	488.487	65.661	486.387	65.5972	470.905	65.5692	465.741	65.72	426.852	65.7482	476.196	65.6486	458.68	65.7472	473.582	64.5178	444.45					61.325	469.068	65.866	492.601	65.8594	487.655	65.7924	495.292	65.7644	464.828	65.9152	458.88	65.9482	489.718	65.8438	466.498	65.936	479.255	64.713	435.934					61.5202	453.618	66.0644	486.305	66.0594	502.896	65.994	498.942	65.9596	480.886	66.1168	464.296	66.1482	477.479	66.0342	458.715	66.136	493.082	64.913	457.096					61.7154	463.285	66.2644	489.741	66.2498	485.946	66.1924	493.377	66.1548	464.918	66.3216	459.042	66.3386	485.597	66.2406	462.563	66.3264	468.494	65.1034	444.269					61.9154	460.34	66.4564	492.449	66.4514	475.334	66.3924	492.66	66.3548	457.308	66.5168	467.985	66.5386	492.339	66.4358	465.274	66.528	491.552	65.3034	435.642					62.117	471.688	66.6564	498.431	66.6402	493.125	66.5828	483.886	66.5452	464.107	66.7168	472.436	66.729	504.113	66.6358	477.125	66.7264	497.035	65.4922	437.352					62.317	457.85	66.8452	482.01	66.8402	466.571	66.7828	473.819	66.7452	460.332	66.9072	476.501	66.929	497.22	66.8374	482.566	66.9168	492.465	65.6842	443.494					62.5074	454.622	67.0468	480.489	67.0306	475.42	66.9732	482.772	66.9356	476.677	67.1072	475.619	67.1194	513.795	67.0358	467.29	67.1168	500.048	65.8826	466.966	
	27.66					63.5426	448.781	68.0628	499.671	68.0466	488.788	67.9988	482.644	67.9612	458.3	68.1328	430.122	68.1354	477.026	68.0614	462.282	68.1232	468.493	66.9098	437.535					63.749	450.611	68.2564	485.06	68.2418	482.377	68.1956	500.474	68.1564	468.756	68.328	451.566	68.3306	481.061	68.2566	468.724	68.3184	472.381	67.105	431.601					63.949	443.418	68.458	488.494	68.4338	491.98	68.3844	505.144	68.3468	478.016	68.528	462.682	68.521	472.778	68.4678	469.118	68.5184	473.858	67.305	457.19					64.1474	442.004	68.658	485.477	68.6322	479.375	68.586	495.059	68.5468	463.782	68.7184	471	68.721	489.615	68.6678	465.402	68.7136	475.423	67.4954	441.335					64.3394	447.029	68.858	484.747	68.8322	477.074	68.7844	482	68.7484	470.691	68.9184	447.273	68.921	485.138	68.8582	475.36	68.9088	486.764	67.6954	421.829					64.5394	461.794	69.058	496.376	69.0226	494.032	68.9796	473.602	68.9468	467.6	69.12	464.709	69.1114	500.268	69.0582	475.228	69.1088	493.637	67.8858	435.369					64.7298	472.439	69.2484	493.602	69.2242	472.833	69.1748	483.943	69.1468	452.892	69.32	468.65	69.3114	487.301	69.2486	479.845	69.3008	489.71	68.0858	454.152					64.9298	447.318	69.4484	483.477	69.413	468.74	69.3668	475.124	69.3372	479.272	69.5184	472.687	69.5018	497.497	69.4486	471.876	69.4896	505.364	68.2762	460.876	
	27.66					65.9458	462.098	70.474	487.067	70.4498	495.442	70.3876	487.829	70.3532	464.297	70.5456	440.302	70.537	465.152	70.4742	471.421	70.5152	464.886	69.2986	437.76					66.141	445.908	70.6692	474.617	70.645	504.106	70.586	503.398	70.5484	483.772	70.7408	469.256	70.7338	488.833	70.671	466.095	70.7104	474.568	69.497	434.626					66.341	450.483	70.8692	494.602	70.8338	495.934	70.778	504.653	70.7388	494.431	70.9408	462.52	70.9226	471.92	70.8694	461.689	70.9104	485.848	69.6874	441.555					66.5458	450.226	71.0596	488.866	71.0354	484.291	70.978	509.764	70.9436	485.308	71.1312	478.546	71.1226	472.943	71.0598	469.745	71.1008	488.541	69.8874	440.969					66.741	452.585	71.2596	498.53	71.2242	480.762	71.1684	489.51	71.1388	472.679	71.3312	481.651	71.313	474.466	71.2614	474.17	71.3008	490.909	70.089	422.148					66.941	455.141	71.4612	495.986	71.4258	494.909	71.3684	484.277	71.3388	469.774	71.5216	466.753	71.513	505.921	71.4598	475.693	71.4928	501.003	70.2874	439.924					67.133	451.358	71.6612	478.595	71.6258	469.992	71.5684	489.082	71.5404	476.388	71.7216	469.617	71.713	487.823	71.6502	477.141	71.6912	498.593	70.4874	447.287					67.3314	456.607	71.8596	479.813	71.8162	485.911	71.7588	486.838	71.7404	473.691	71.9216	480.134	71.9034	512.826	71.8502	479.635	71.8912	502.626	70.6794	451.558	
	27.66					68.357	450.833	72.8868	495.571	72.837	488.069	72.7748	479.35	72.766	444.902	72.9344	439.184	72.9258	463.132	72.863	466.498	72.9184	463.383	71.7146	435.456					68.5538	469.447	73.0836	493.274	73.037	495.475	72.9796	500.448	72.9612	481.832	73.1328	464.625	73.1242	492.879	73.0614	470.324	73.1136	471.473	71.9098	436.252					68.7522	450.113	73.282	479.671	73.2274	496.085	73.17	496.567	73.1708	485.564	73.3328	466.454	73.3146	478.471	73.2614	459.578	73.3136	479.846	72.1002	464.879					68.9426	440.539	73.4724	484.526	73.4274	489.067	73.3748	512.348	73.3708	466.494	73.5328	464.424	73.5146	484.211	73.4518	470.305	73.504	483.165	72.3002	442.778					69.1426	460.889	73.674	497.099	73.6178	491.809	73.57	503.682	73.5612	459.881	73.7344	471.822	73.7066	492.832	73.6518	468.528	73.704	491.755	72.4906	424.82					69.3442	462.687	73.8628	489.832	73.8178	494.618	73.77	491.343	73.7628	456.823	73.9232	468.891	73.9066	507.564	73.8534	481.007	73.8944	496.411	72.6906	437.576					69.5442	437.096	74.0628	486.872	74.0178	471.262	73.962	480.15	73.9516	474.671	74.1232	481.784	74.105	499.168	74.0534	477.813	74.0944	494.651	72.8922	444.416					69.7442	450.552	74.2628	484.415	74.2098	466.921	74.1604	484.073	74.1516	483.906	74.3136	477.922	74.297	494.787	74.2534	454.192	74.2848	514.35	73.0906	470.717	
	27.66					70.7698	455.735	75.2756	501.768	75.2338	493.058	75.1764	476.572	75.1788	449.061	75.3296	436.89	75.3226	461.449	75.279	460.007	75.3072	470.617	74.1162	437.559					70.9666	453.435	75.474	502.1	75.429	489.987	75.3716	486.757	75.374	471.28	75.5248	462.6	75.5178	474.272	75.4742	472.839	75.5056	476.136	74.3226	437.882					71.165	450.797	75.674	492.489	75.6306	489.401	75.5828	498.381	75.574	478.03	75.7168	463.613	75.7194	469.673	75.6742	463.26	75.696	483.683	74.5226	452.971					71.3554	452.088	75.8644	492.854	75.829	474.703	75.7828	499.505	75.7644	471.603	75.9152	467.228	75.9178	490.528	75.8646	471.964	75.896	466.725	74.7226	443.141					71.557	462.755	76.066	491.349	76.0194	473.127	75.9732	482.354	75.9644	462.648	76.1152	462.245	76.1082	502.489	76.0646	474.362	76.0976	484.593	74.913	432.107					71.7458	465.062	76.2548	494.08	76.2194	492.926	76.1732	478.509	76.1644	465.618	76.3056	474.214	76.3082	508.683	76.2566	476.102	76.296	493.385	75.113	445.196					71.9458	464.525	76.4548	491.818	76.4114	466.903	76.3636	481.2	76.3548	471.169	76.5072	456.843	76.5002	492.817	76.455	485.693	76.496	493.482	75.3034	446.389					72.1458	463.547	76.6564	487.098	76.6098	478.67	76.5636	478.304	76.5548	466.421	76.696	483.122	76.6986	499.17	76.655	469.04	76.688	486.36	75.5034	466.533	
	27.66					73.1586	459.388	77.6916	513.209	77.637	477.27	77.5892	480.084	77.566	461.691	77.7328	422.146	77.7242	474.604	77.6918	465.199	77.7232	466.199	76.5194	444.392					73.357	451.393	77.8868	486.64	77.8322	490.376	77.786	494.293	77.7564	473.57	77.928	453.797	77.921	497.102	77.887	469.91	77.9184	468.838	76.7146	438.559					73.557	457.72	78.0772	496.164	78.0322	495.635	77.9844	499.95	77.9564	483.095	78.1184	468.714	78.121	476.522	78.0774	459.428	78.1088	483.439	76.9146	449.985					73.7474	469.087	78.2772	489.614	78.2322	475.234	78.1748	498.192	78.1468	459.735	78.3184	461.004	78.3194	492.748	78.2774	464.875	78.3088	475.343	77.1194	437.602					73.949	466.772	78.4772	492.567	78.4338	480.762	78.3764	497.395	78.3468	460.335	78.5088	467.397	78.521	493.63	78.479	468.574	78.4992	497.284	77.3146	428.959					74.1378	461.217	78.6676	498.651	78.6322	500.129	78.5748	483.146	78.5468	453.704	78.7184	457.248	78.721	506.506	78.6774	485.828	78.6992	503.923	77.5146	450.448					74.3394	453.304	78.8676	492.163	78.8226	467.385	78.7652	481.64	78.7372	466.295	78.9184	468.275	78.9114	495.225	78.8774	481.071	78.9008	492.197	77.7066	451.253					74.5282	475.499	79.058	473.167	79.0226	474.699	78.9652	486.762	78.9372	470.101	79.1088	480.109	79.1114	512.837	79.0678	475.814	79.0992	506.413	77.905	452.833	
