Plate,Repeat,Well,Type,Time,ANTS (RFU)
1,3,D08,M,00:03:17.85,8181617
1,4,D08,M,00:04:36.37,8248140
1,5,D08,M,00:05:54.88,8152170
1,6,D08,M,00:07:13.39,8239241
1,7,D08,M,00:08:31.88,8305941
1,8,D08,M,00:09:50.36,8273626
1,9,D08,M,00:11:08.85,8254271
1,10,D08,M,00:12:27.34,8330804
1,1,D09,M,00:00:41.45,8275011
1,2,D09,M,00:01:59.94,8386422
1,3,D09,M,00:03:18.42,8327895
1,4,D09,M,00:04:36.94,8368252
1,5,D09,M,00:05:55.45,8381723
1,6,D09,M,00:07:13.96,8175308
1,7,D09,M,00:08:32.45,8268586
1,8,D09,M,00:09:50.93,8398132
1,9,D09,M,00:11:09.42,8360634
1,10,D09,M,00:12:27.90,8307276
1,1,D10,M,00:00:42.02,8240038
1,2,D10,M,00:02:00.51,8274414
1,3,D10,M,00:03:18.99,8291969
1,4,D10,M,00:04:37.51,8180611
1,5,D10,M,00:05:56.02,8143328
1,6,D10,M,00:07:14.53,8381774
1,7,D10,M,00:08:33.02,8315390
1,8,D10,M,00:09:51.50,8296681
1,9,D10,M,00:11:09.99,8227233
1,10,D10,M,00:12:28.47,8274992
1,1,D11,M,00:00:42.59,8291476
1,2,D11,M,00:02:01.08,8161554
1,3,D11,M,00:03:19.56,8218616
1,4,D11,M,00:04:38.08,8303638
1,5,D11,M,00:05:56.59,8279920
1,6,D11,M,00:07:15.10,8429192
1,7,D11,M,00:08:33.59,8087215
1,8,D11,M,00:09:52.07,8351209
1,9,D11,M,00:11:10.56,8276250
1,10,D11,M,00:12:29.05,8209802
1,1,D12,M,00:00:43.16,8198614
1,2,D12,M,00:02:01.65,8253000
1,3,D12,M,00:03:20.13,8306836
1,4,D12,M,00:04:38.65,8177309
1,5,D12,M,00:05:57.16,8386032
1,6,D12,M,00:07:15.67,8305375
1,7,D12,M,00:08:34.16,8277630
1,8,D12,M,00:09:52.64,8220613
1,9,D12,M,00:11:11.13,8200803
1,10,D12,M,00:12:29.61,8253911
1,1,E01,M,00:00:46.17,8274734
1,2,E01,M,00:02:04.66,8186566
1,3,E01,M,00:03:23.14,8230443
1,4,E01,M,00:04:41.66,8211232
1,5,E01,M,00:06:00.18,8159565
1,6,E01,M,00:07:18.68,8183807
1,7,E01,M,00:08:37.17,8179757
1,8,E01,M,00:09:55.65,8252608
1,9,E01,M,00:11:14.14,8037702
1,10,E01,M,00:12:32.63,8066939
1,1,E02,M,00:00:46.74,8226609
1,2,E02,M,00:02:05.22,8163228
1,3,E02,M,00:03:23.71,8204056
1,4,E02,M,00:04:42.23,8276077
1,5,E02,M,00:06:00.74,8030521
1,6,E02,M,00:07:19.25,8075430
1,7,E02,M,00:08:37.74,8147193
1,8,E02,M,00:09:56.22,8184385
1,9,E02,M,00:11:14.71,8092043
1,10,E02,M,00:12:33.19,8188479
1,1,E03,M,00:00:47.31,8318214
1,2,E03,M,00:02:05.79,8356087
1,3,E03,M,00:03:24.28,8204643
1,4,E03,M,00:04:42.80,8178044
1,5,E03,M,00:06:01.31,8136536
1,6,E03,M,00:07:19.82,8303002
1,7,E03,M,00:08:38.30,8177058
1,8,E03,M,00:09:56.79,8212953
1,9,E03,M,00:11:15.28,8169160
1,10,E03,M,00:12:33.76,8232233
1,1,E04,M,00:00:47.88,8342757
1,2,E04,M,00:02:06.36,8321187
1,3,E04,M,00:03:24.85,8127593
1,4,E04,M,00:04:43.37,8305375
1,5,E04,M,00:06:01.88,8080603
1,6,E04,M,00:07:20.39,8253457
