Plate,Repeat,Well,Type,Time,ANTS (Counts)
1,1,A01,M,00:00:13.68,12369
1,2,A01,M,00:00:58.30,13087
1,3,A01,M,00:01:42.94,13714
1,4,A01,M,00:02:27.55,14397
1,5,A01,M,00:03:12.16,15113
1,6,A01,M,00:03:56.77,16057
1,7,A01,M,00:04:41.38,17062
1,8,A01,M,00:05:26.00,18264
1,9,A01,M,00:06:10.60,18765
1,10,A01,M,00:06:55.21,20216
1,11,A01,M,00:07:39.83,21454
1,12,A01,M,00:08:24.44,22302
1,13,A01,M,00:09:09.05,23500
1,14,A01,M,00:09:53.66,24804
1,15,A01,M,00:10:38.28,25909
1,16,A01,M,00:11:22.89,27026
1,17,A01,M,00:12:07.50,28433
1,18,A01,M,00:12:52.11,29794
1,19,A01,M,00:13:36.72,30680
1,20,A01,M,00:14:21.33,31643
1,21,A01,M,00:15:05.96,33028
1,22,A01,M,00:15:50.57,34326
1,23,A01,M,00:16:35.18,34783
1,24,A01,M,00:17:19.82,36059
1,25,A01,M,00:18:04.43,37208
1,26,A01,M,00:18:49.04,38056
1,27,A01,M,00:19:33.65,39113
1,28,A01,M,00:20:18.26,39760
1,29,A01,M,00:21:02.88,40418
1,30,A01,M,00:21:47.50,41045
1,31,A01,M,00:22:32.10,42141
1,32,A01,M,00:23:16.70,43236
1,33,A01,M,00:24:01.31,43578
1,34,A01,M,00:24:45.92,44711
1,35,A01,M,00:25:30.54,45311
1,36,A01,M,00:26:15.14,45752
1,37,A01,M,00:26:59.78,46191
1,38,A01,M,00:27:44.39,47052
1,39,A01,M,00:28:29.02,47732
1,40,A01,M,00:29:13.63,48382
1,41,A01,M,00:29:58.25,48524
1,42,A01,M,00:30:42.86,49224
1,43,A01,M,00:31:27.48,49610
1,44,A01,M,00:32:12.12,49674
1,45,A01,M,00:32:56.73,50670
1,46,A01,M,00:33:41.34,51137
1,47,A01,M,00:34:25.96,51632
1,48,A01,M,00:35:10.58,51827
1,49,A01,M,00:35:55.19,52345
1,50,A01,M,00:36:39.80,52530
1,51,A01,M,00:37:24.41,53261
1,52,A01,M,00:38:09.02,53577
1,53,A01,M,00:38:53.63,53837
1,54,A01,M,00:39:38.24,54189
1,55,A01,M,00:40:22.88,54203
1,56,A01,M,00:41:07.49,55017
1,57,A01,M,00:41:52.11,55097
1,58,A01,M,00:42:36.73,55510
1,59,A01,M,00:43:21.34,55593
1,60,A01,M,00:44:05.95,56425
1,61,A01,M,00:44:50.56,56507
1,62,A01,M,00:45:35.18,56773
1,63,A01,M,00:46:19.79,56437
1,64,A01,M,00:47:04.40,57053
1,65,A01,M,00:47:49.01,56905
1,66,A01,M,00:48:33.63,57314
1,67,A01,M,00:49:18.25,57655
