Plate,Repeat,Well,Type,Time,ANTS (Counts)
1,1,A01,M,00:00:13.32,109839
1,2,A01,M,00:00:52.13,110621
1,3,A01,M,00:01:30.96,110672
1,4,A01,M,00:02:09.78,110246
1,5,A01,M,00:02:48.60,109324
1,6,A01,M,00:03:27.42,110185
1,7,A01,M,00:04:06.24,111075
1,8,A01,M,00:04:45.06,110831
1,9,A01,M,00:05:23.88,110981
1,10,A01,M,00:06:02.70,110562
1,11,A01,M,00:06:41.55,110491
1,12,A01,M,00:07:20.38,110647
1,13,A01,M,00:07:59.20,111018
1,14,A01,M,00:08:38.03,111036
1,15,A01,M,00:09:16.85,110467
1,16,A01,M,00:09:55.68,110957
1,17,A01,M,00:10:34.54,110222
1,18,A01,M,00:11:13.36,110400
1,19,A01,M,00:11:52.18,110870
1,20,A01,M,00:12:31.01,110136
1,1,A02,M,00:00:14.08,109314
1,2,A02,M,00:00:52.89,109825
1,3,A02,M,00:01:31.73,110194
1,4,A02,M,00:02:10.55,109475
1,5,A02,M,00:02:49.37,109742
1,6,A02,M,00:03:28.19,110497
1,7,A02,M,00:04:07.01,109841
1,8,A02,M,00:04:45.83,108806
1,9,A02,M,00:05:24.65,108942
1,10,A02,M,00:06:03.49,109922
1,11,A02,M,00:06:42.31,109201
1,12,A02,M,00:07:21.14,108678
1,13,A02,M,00:07:59.97,108344
1,14,A02,M,00:08:38.79,108544
1,15,A02,M,00:09:17.62,109261
1,16,A02,M,00:09:56.44,109559
1,17,A02,M,00:10:35.30,109863
1,18,A02,M,00:11:14.13,109470
1,19,A02,M,00:11:52.95,109294
1,20,A02,M,00:12:31.77,109605
1,1,A03,M,00:00:14.85,109143
1,2,A03,M,00:00:53.66,109355
1,3,A03,M,00:01:32.49,109035
1,4,A03,M,00:02:11.31,110154
1,5,A03,M,00:02:50.13,108094
1,6,A03,M,00:03:28.95,109796
1,7,A03,M,00:04:07.77,108686
1,8,A03,M,00:04:46.59,109812
1,9,A03,M,00:05:25.41,109502
1,10,A03,M,00:06:04.26,109582
1,11,A03,M,00:06:43.08,108993
1,12,A03,M,00:07:21.91,108450
1,13,A03,M,00:08:00.74,109677
1,14,A03,M,00:08:39.56,108866
1,15,A03,M,00:09:18.38,108109
1,16,A03,M,00:09:57.21,109276
1,17,A03,M,00:10:36.07,109538
1,18,A03,M,00:11:14.89,108799
1,19,A03,M,00:11:53.72,108910
1,20,A03,M,00:12:32.54,108188
1,1,A04,M,00:00:15.61,109619
1,2,A04,M,00:00:54.42,109867
1,3,A04,M,00:01:33.26,110595
1,4,A04,M,00:02:12.08,110792
1,5,A04,M,00:02:50.90,110908
1,6,A04,M,00:03:29.72,110910
1,7,A04,M,00:04:08.54,110156
1,8,A04,M,00:04:47.36,109496
1,9,A04,M,00:05:26.18,110611
1,10,A04,M,00:06:05.02,110467
