Plate,Repeat,Well,Type,Time,Fluorescein (0.3s) (Counts)
1,1,B01,M,00:00:11.14,743016
1,2,B01,M,00:01:02.53,740010
1,3,B01,M,00:01:53.91,743855
1,4,B01,M,00:02:45.30,747406
1,5,B01,M,00:03:36.69,746441
1,6,B01,M,00:04:28.07,749062
1,7,B01,M,00:05:19.46,749974
1,8,B01,M,00:06:10.84,749822
1,9,B01,M,00:07:02.22,748364
1,10,B01,M,00:07:53.61,750283
1,11,B01,M,00:08:45.01,748888
1,12,B01,M,00:09:36.41,747765
1,13,B01,M,00:10:27.79,747450
1,14,B01,M,00:11:19.18,747591
1,15,B01,M,00:12:10.57,748876
1,16,B01,M,00:13:01.96,745762
1,17,B01,M,00:13:53.36,746634
1,18,B01,M,00:14:44.74,747227
1,19,B01,M,00:15:36.16,746214
1,20,B01,M,00:16:27.55,744628
1,1,B02,M,00:00:11.76,411139
1,2,B02,M,00:01:03.14,412290
1,3,B02,M,00:01:54.53,412427
1,4,B02,M,00:02:45.91,412538
1,5,B02,M,00:03:37.30,412342
1,6,B02,M,00:04:28.69,412096
1,7,B02,M,00:05:20.08,413230
1,8,B02,M,00:06:11.46,413599
1,9,B02,M,00:07:02.84,412867
1,10,B02,M,00:07:54.23,413351
1,11,B02,M,00:08:45.63,413017
1,12,B02,M,00:09:37.02,412777
1,13,B02,M,00:10:28.41,413221
1,14,B02,M,00:11:19.80,413072
1,15,B02,M,00:12:11.19,412445
1,16,B02,M,00:13:02.57,412537
1,17,B02,M,00:13:53.98,412737
1,18,B02,M,00:14:45.36,412705
1,19,B02,M,00:15:36.78,411176
1,20,B02,M,00:16:28.17,410896
1,1,B03,M,00:00:12.38,224257
1,2,B03,M,00:01:03.76,223360
1,3,B03,M,00:01:55.14,224523
1,4,B03,M,00:02:46.53,225180
1,5,B03,M,00:03:37.92,226383
1,6,B03,M,00:04:29.31,226598
1,7,B03,M,00:05:20.69,225773
1,8,B03,M,00:06:12.07,226176
1,9,B03,M,00:07:03.46,226287
1,10,B03,M,00:07:54.85,226655
1,11,B03,M,00:08:46.25,225808
1,12,B03,M,00:09:37.64,224949
1,13,B03,M,00:10:29.02,225909
1,14,B03,M,00:11:20.41,225615
1,15,B03,M,00:12:11.80,224143
1,16,B03,M,00:13:03.19,225338
1,17,B03,M,00:13:54.59,225513
1,18,B03,M,00:14:45.98,223435
1,19,B03,M,00:15:37.40,224314
1,20,B03,M,00:16:28.79,224287
1,1,B04,M,00:00:12.99,124584
1,2,B04,M,00:01:04.37,125569
1,3,B04,M,00:01:55.76,125228
