Plate,Repeat,Well,Type,Time,ANTS (Counts)
1,1,C01,M,00:00:17.70,94
,,,,00:00:17.91,98
,,,,00:00:18.11,132
,,,,00:00:18.32,105
,,,,00:00:18.53,96
,,,,00:00:18.74,104
,,,,00:00:18.94,25778
,,,,00:00:19.15,21313
,,,,00:00:19.36,19383
,,,,00:00:19.57,19835
,,,,00:00:19.78,20026
,,,,00:00:19.99,20166
,,,,00:00:20.19,20441
,,,,00:00:20.40,20387
,,,,00:00:20.61,20676
,,,,00:00:20.82,20303
,,,,00:00:21.03,20812
,,,,00:00:21.23,20551
,,,,00:00:21.44,20355
,,,,00:00:21.65,20454
,,,,00:00:21.86,20697
,,,,00:00:22.07,20362
,,,,00:00:22.28,20269
,,,,00:00:22.48,20375
,,,,00:00:22.69,20590
,,,,00:00:22.90,20679
,,,,00:00:23.11,20397
,,,,00:00:23.32,20314
,,,,00:00:23.52,20284
,,,,00:00:23.73,20433
1,1,C02,M,00:00:24.54,106
,,,,00:00:24.74,94
,,,,00:00:24.95,102
,,,,00:00:25.16,118
,,,,00:00:25.37,98
,,,,00:00:25.58,107
,,,,00:00:25.78,22033
,,,,00:00:25.99,18112
,,,,00:00:26.20,16793
,,,,00:00:26.41,17134
,,,,00:00:26.61,17081
,,,,00:00:26.82,16854
,,,,00:00:27.03,17151
,,,,00:00:27.24,16966
,,,,00:00:27.45,16886
,,,,00:00:27.66,16976
,,,,00:00:27.86,16820
,,,,00:00:28.07,16724
,,,,00:00:28.28,16662
,,,,00:00:28.49,16751
,,,,00:00:28.70,16782
,,,,00:00:28.91,16783
,,,,00:00:29.11,16869
,,,,00:00:29.32,16716
,,,,00:00:29.53,16950
,,,,00:00:29.74,16758
,,,,00:00:29.95,16636
,,,,00:00:30.15,16580
,,,,00:00:30.36,16721
,,,,00:00:30.57,16511
1,1,C03,M,00:00:31.38,122
,,,,00:00:31.58,99
,,,,00:00:31.79,106
,,,,00:00:32.00,112
,,,,00:00:32.21,106
,,,,00:00:32.41,93
,,,,00:00:32.62,25384
,,,,00:00:32.83,20787
,,,,00:00:33.04,21330
,,,,00:00:33.25,20772
,,,,00:00:33.45,20862
,,,,00:00:33.66,20893
,,,,00:00:33.87,20877
,,,,00:00:34.08,20889
,,,,00:00:34.29,20860
,,,,00:00:34.50,20800
,,,,00:00:34.70,20886
,,,,00:00:34.91,21126
,,,,00:00:35.12,20540
,,,,00:00:35.33,20921
,,,,00:00:35.54,20829
,,,,00:00:35.74,20848
,,,,00:00:35.95,20879
,,,,00:00:36.16,20867
,,,,00:00:36.37,20942
,,,,00:00:36.58,20655
,,,,00:00:36.78,21115
,,,,00:00:36.99,20924
,,,,00:00:37.20,20561
,,,,00:00:37.41,20775
1,1,C04,M,00:00:38.22,120
,,,,00:00:38.42,114
,,,,00:00:38.63,109
,,,,00:00:38.84,87
,,,,00:00:39.05,113
,,,,00:00:39.25,94
,,,,00:00:39.46,25254
,,,,00:00:39.67,21562
,,,,00:00:39.88,20161
,,,,00:00:40.09,19892
,,,,00:00:40.29,19816
,,,,00:00:40.50,19447
,,,,00:00:40.71,19394
,,,,00:00:40.92,19414
,,,,00:00:41.13,19550
,,,,00:00:41.34,19426
,,,,00:00:41.54,19603
,,,,00:00:41.75,19314
,,,,00:00:41.96,19295
,,,,00:00:42.17,19308
,,,,00:00:42.38,19098
,,,,00:00:42.58,19357
,,,,00:00:42.79,19323
,,,,00:00:43.00,19369
,,,,00:00:43.21,19327
,,,,00:00:43.42,19255
,,,,00:00:43.63,19394
,,,,00:00:43.83,19120
,,,,00:00:44.04,19241
,,,,00:00:44.25,19268
1,1,C05,M,00:00:45.06,105
,,,,00:00:45.26,82
